Entity,Code,Year,discards
Albania,ALB,1950,155.82409375299997
Albania,ALB,1951,171.406503113
Albania,ALB,1952,218.153731178
Albania,ALB,1953,264.900959341
Albania,ALB,1954,249.318549877
Albania,ALB,1955,264.900959341
Albania,ALB,1956,264.900959341
Albania,ALB,1957,280.483368696
Albania,ALB,1958,264.900959341
Albania,ALB,1959,280.483368696
Albania,ALB,1960,264.900959341
Albania,ALB,1961,327.23059686
Albania,ALB,1962,280.483368696
Albania,ALB,1963,311.648187406
Albania,ALB,1964,311.648187406
Albania,ALB,1965,405.142643634
Albania,ALB,1966,405.142643634
Albania,ALB,1967,1127.686645818
Albania,ALB,1968,1366.89290421
Albania,ALB,1969,1571.926839539
Albania,ALB,1970,1811.1330979319998
Albania,ALB,1971,1811.1330979319998
Albania,ALB,1972,1811.1330979319998
Albania,ALB,1973,1811.1330979319998
Albania,ALB,1974,1879.477743043
Albania,ALB,1975,1879.477743043
Albania,ALB,1976,1878.7942964909998
Albania,ALB,1977,1876.060510335
Albania,ALB,1978,2046.92212361
Albania,ALB,1979,2033.2531947900002
Albania,ALB,1980,2016.167033251
Albania,ALB,1981,2099.2057775040003
Albania,ALB,1982,1836.942174557
Albania,ALB,1983,1976.366545765
Albania,ALB,1984,1458.061290497
Albania,ALB,1985,2458.537095383
Albania,ALB,1986,2325.146179334
Albania,ALB,1987,2652.032844827
Albania,ALB,1988,2625.653642921
Albania,ALB,1989,2289.41511054
Albania,ALB,1990,2441.5630867960003
Albania,ALB,1991,667.1807635709999
Albania,ALB,1992,414.600404923
Albania,ALB,1993,438.71768737299993
Albania,ALB,1994,408.313407792
Albania,ALB,1995,290.510692783
Albania,ALB,1996,505.82545890600005
Albania,ALB,1997,217.0837406
Albania,ALB,1998,531.1727110720001
Albania,ALB,1999,553.0330058180001
Albania,ALB,2000,722.1454843020001
Albania,ALB,2001,515.975005213
Albania,ALB,2002,719.089202954
Albania,ALB,2003,342.217118281
Albania,ALB,2004,792.7301739750001
Albania,ALB,2005,868.3803692919998
Albania,ALB,2006,1010.913209691
Albania,ALB,2007,898.8258489619999
Albania,ALB,2008,1045.094323187
Albania,ALB,2009,1145.445973384
Albania,ALB,2010,959.313259271
Albania,ALB,2011,933.2863207090002
Albania,ALB,2012,2203.315052958
Albania,ALB,2013,2294.4354110679997
Albania,ALB,2014,1870.7662296039998
Albania,ALB,2015,1773.29275121
Albania,ALB,2016,1654.5620960130002
Albania,ALB,2017,1649.340306133
Albania,ALB,2018,1921.5577965200002
Algeria,DZA,1950,4611.722310199999
Algeria,DZA,1951,4295.8509198
Algeria,DZA,1952,4264.2637798
Algeria,DZA,1953,4359.0251979
Algeria,DZA,1954,4327.438058899999
Algeria,DZA,1955,4611.722310199999
Algeria,DZA,1956,4801.2451454
Algeria,DZA,1957,4643.3094492
Algeria,DZA,1958,4832.8322844
Algeria,DZA,1959,4801.2451454
Algeria,DZA,1960,4927.5937016
Algeria,DZA,1961,4990.7679796
Algeria,DZA,1962,2369.0354336600003
Algeria,DZA,1963,2369.0354336600003
Algeria,DZA,1964,2400.6225727
Algeria,DZA,1965,2400.6225727
Algeria,DZA,1966,3253.4753286600003
Algeria,DZA,1967,3158.71391154
Algeria,DZA,1968,3158.71391154
Algeria,DZA,1969,3127.12677251
Algeria,DZA,1970,2994.10161858
Algeria,DZA,1971,4317.1973419999995
Algeria,DZA,1972,4646.8200050000005
Algeria,DZA,1973,5225.67933481
Algeria,DZA,1974,5706.68326959
Algeria,DZA,1975,6197.2448810000005
Algeria,DZA,1976,6278.095192979999
Algeria,DZA,1977,6987.4457415
Algeria,DZA,1978,6699.38026559
Algeria,DZA,1979,7206.448151500001
Algeria,DZA,1980,7902.619124500001
Algeria,DZA,1981,8531.6362761
Algeria,DZA,1982,9167.5002389
Algeria,DZA,1983,9461.0271909
Algeria,DZA,1984,9752.5040444
Algeria,DZA,1985,10041.869716500001
Algeria,DZA,1986,10632.154768100001
Algeria,DZA,1987,12587.250387600001
Algeria,DZA,1988,13991.791997499999
Algeria,DZA,1989,13113.020868799998
Algeria,DZA,1990,12839.839820320001
Algeria,DZA,1991,12322.500400242
Algeria,DZA,1992,13050.161831859
Algeria,DZA,1993,13402.197727948002
Algeria,DZA,1994,15238.275018981
Algeria,DZA,1995,15536.757677828
Algeria,DZA,1996,14338.940093200998
Algeria,DZA,1997,14851.40755786
Algeria,DZA,1998,14741.27448793
Algeria,DZA,1999,15537.816511235002
Algeria,DZA,2000,16528.999922707
Algeria,DZA,2001,18417.445258750995
Algeria,DZA,2002,18868.11027219
Algeria,DZA,2003,19288.11678059
Algeria,DZA,2004,18183.47362905
Algeria,DZA,2005,20425.42123404
Algeria,DZA,2006,22644.84384587
Algeria,DZA,2007,24071.898820299997
Algeria,DZA,2008,23876.17227899
Algeria,DZA,2009,23671.091914540004
Algeria,DZA,2010,23992.842243699997
Algeria,DZA,2011,24946.21473065
Algeria,DZA,2012,25306.495271499996
Algeria,DZA,2013,25446.477170420003
Algeria,DZA,2014,25111.839886989997
Algeria,DZA,2015,24718.07840261
Algeria,DZA,2016,24478.10132073
Algeria,DZA,2017,27827.280109310006
Algeria,DZA,2018,31258.11499278
American Samoa,ASM,1988,1.7e-7
American Samoa,ASM,1991,2.41e-7
American Samoa,ASM,1994,8.629999999999999e-7
American Samoa,ASM,1995,0.7238505190000001
American Samoa,ASM,1996,3.665313445
American Samoa,ASM,1997,105.4005242
American Samoa,ASM,1998,119.64668700000001
American Samoa,ASM,1999,77.17106112
American Samoa,ASM,2000,146.1545084
American Samoa,ASM,2001,1179.239861
American Samoa,ASM,2002,2306.8800309999997
American Samoa,ASM,2003,1375.6067679999999
American Samoa,ASM,2004,946.6647786
American Samoa,ASM,2005,984.3263337999999
American Samoa,ASM,2006,1236.558448
American Samoa,ASM,2007,1603.821392
American Samoa,ASM,2008,981.9042686
American Samoa,ASM,2009,1316.7868039999998
American Samoa,ASM,2010,1262.246468
American Samoa,ASM,2011,1148.347534
American Samoa,ASM,2012,1495.3419470000001
American Samoa,ASM,2013,793.413587
American Samoa,ASM,2014,571.7603142
American Samoa,ASM,2015,866.7686389
American Samoa,ASM,2016,807.3295326
American Samoa,ASM,2017,1091.4735269999999
American Samoa,ASM,2018,626.2480073
Angola,AGO,1950,13374.567692367998
Angola,AGO,1951,17722.582471419006
Angola,AGO,1952,18479.214497921
Angola,AGO,1953,24956.308140002002
Angola,AGO,1954,24301.678785422002
Angola,AGO,1955,23754.12641474
Angola,AGO,1956,30051.095989703997
Angola,AGO,1957,26902.587648032
Angola,AGO,1958,20702.479240796998
Angola,AGO,1959,20545.748207348006
Angola,AGO,1960,19812.265263707
Angola,AGO,1961,22288.791971158997
Angola,AGO,1962,24091.591815899003
Angola,AGO,1963,21101.451059515995
Angola,AGO,1964,23123.686651371998
Angola,AGO,1965,17630.331603732997
Angola,AGO,1966,20857.884945411002
Angola,AGO,1967,18654.87254017
Angola,AGO,1968,21410.608779991995
Angola,AGO,1969,25737.910339773
Angola,AGO,1970,21317.740053499
Angola,AGO,1971,19856.480939999998
Angola,AGO,1972,34123.412304811995
Angola,AGO,1973,25577.120879880007
Angola,AGO,1974,24644.527674071996
Angola,AGO,1975,10926.297835139
Angola,AGO,1976,7862.240308348
Angola,AGO,1977,8017.000763265001
Angola,AGO,1978,9650.627653867003
Angola,AGO,1979,9020.537720696002
Angola,AGO,1980,7290.561898433998
Angola,AGO,1981,9388.732871265
Angola,AGO,1982,9071.973812793998
Angola,AGO,1983,7303.626613615001
Angola,AGO,1984,4730.333874778999
Angola,AGO,1985,10468.682426053001
Angola,AGO,1986,6648.0815911439995
Angola,AGO,1987,5417.979668407999
Angola,AGO,1988,9032.748383438999
Angola,AGO,1989,9870.287966990003
Angola,AGO,1990,12642.696292719998
Angola,AGO,1991,10121.824814150004
Angola,AGO,1992,14168.53801223
Angola,AGO,1993,16516.430056709996
Angola,AGO,1994,18743.802894399996
Angola,AGO,1995,18592.406513340004
Angola,AGO,1996,19813.541199989995
Angola,AGO,1997,17501.759235212
Angola,AGO,1998,30672.350958935003
Angola,AGO,1999,30302.909989970005
Angola,AGO,2000,33446.76399428
Angola,AGO,2001,46585.08067367
Angola,AGO,2002,31362.315980999996
Angola,AGO,2003,30583.520288599997
Angola,AGO,2004,34771.89314405
Angola,AGO,2005,42281.391358367
Angola,AGO,2006,47072.25260381
Angola,AGO,2007,53592.349525601014
Angola,AGO,2008,38255.596193920006
Angola,AGO,2009,41078.04869587599
Angola,AGO,2010,37759.79692482399
Angola,AGO,2011,44345.972809744984
Angola,AGO,2012,46069.507463693
Angola,AGO,2013,47164.07840387
Angola,AGO,2014,54969.99600246001
Angola,AGO,2015,43165.78406640999
Angola,AGO,2016,43253.770796823
Angola,AGO,2017,40854.297018893005
Angola,AGO,2018,48865.23335823
Argentina,ARG,1950,4097.907999999999
Argentina,ARG,1951,7166.228
Argentina,ARG,1952,8688.285000000002
Argentina,ARG,1953,9383.076000002
Argentina,ARG,1954,9581.534515497997
Argentina,ARG,1955,9042.535400048
Argentina,ARG,1956,8473.016800046998
Argentina,ARG,1957,8225.304000016002
Argentina,ARG,1958,8248.633000112
Argentina,ARG,1959,11077.024720726
Argentina,ARG,1960,11673.487233676002
Argentina,ARG,1961,11423.292054319998
Argentina,ARG,1962,12347.977125886999
Argentina,ARG,1963,16799.637467923007
Argentina,ARG,1964,22796.117100324
Argentina,ARG,1965,27306.904267934
Argentina,ARG,1966,31263.723298670997
Argentina,ARG,1967,28479.783647132
Argentina,ARG,1968,43066.579967138
Argentina,ARG,1969,32271.974912103
Argentina,ARG,1970,33812.107041277006
Argentina,ARG,1971,31837.612763818008
Argentina,ARG,1972,32347.608071501
Argentina,ARG,1973,43120.33899238999
Argentina,ARG,1974,45880.83202931301
Argentina,ARG,1975,30832.340584812
Argentina,ARG,1976,50516.797255311
Argentina,ARG,1977,72784.05186537004
Argentina,ARG,1978,93315.3754589
Argentina,ARG,1979,96522.409905934
Argentina,ARG,1980,72386.22832650098
Argentina,ARG,1981,62740.882125794
Argentina,ARG,1982,79445.81124879998
Argentina,ARG,1983,78030.124642594
Argentina,ARG,1984,61261.085597811994
Argentina,ARG,1985,76565.46876106202
Argentina,ARG,1986,29644.072818594996
Argentina,ARG,1987,31518.268689537003
Argentina,ARG,1988,48541.029216819
Argentina,ARG,1989,55646.161690653
Argentina,ARG,1990,69069.55001069902
Argentina,ARG,1991,64005.961430133
Argentina,ARG,1992,75058.332419666
Argentina,ARG,1993,98579.82448959998
Argentina,ARG,1994,147516.315395469
Argentina,ARG,1995,148657.69601107403
Argentina,ARG,1996,162352.06054775298
Argentina,ARG,1997,194508.43443422404
Argentina,ARG,1998,120511.06432216002
Argentina,ARG,1999,124758.36779454001
Argentina,ARG,2000,128085.739378138
Argentina,ARG,2001,137677.64483887498
Argentina,ARG,2002,111120.96411142703
Argentina,ARG,2003,114879.11718046902
Argentina,ARG,2004,114258.44285006098
Argentina,ARG,2005,102310.59975880798
Argentina,ARG,2006,112322.748360531
Argentina,ARG,2007,100996.42500774
Argentina,ARG,2008,112808.902366228
Argentina,ARG,2009,107434.52441179099
Argentina,ARG,2010,75320.68811785297
Argentina,ARG,2011,68429.32534059
Argentina,ARG,2012,67239.91109512196
Argentina,ARG,2013,79936.24382518399
Argentina,ARG,2014,78216.81934117699
Argentina,ARG,2015,78875.744110678
Argentina,ARG,2016,73769.33961618796
Argentina,ARG,2017,77115.76887797401
Argentina,ARG,2018,77581.81737019899
Aruba,ABW,1950,6.152954654
Aruba,ABW,1951,6.152757233
Aruba,ABW,1952,6.1525598079999995
Aruba,ABW,1953,6.152362383
Aruba,ABW,1954,6.1521649620000005
Aruba,ABW,1955,6.151967535000001
Aruba,ABW,1956,6.151770111
Aruba,ABW,1957,6.151572686
Aruba,ABW,1958,6.151375264
Aruba,ABW,1959,6.15117784
Aruba,ABW,1960,6.150980414
Aruba,ABW,1961,6.150782994
Aruba,ABW,1962,6.150585566
Aruba,ABW,1963,6.150388143
Aruba,ABW,1964,6.150190719
Aruba,ABW,1965,6.149993296
Aruba,ABW,1966,6.083061351
Aruba,ABW,1967,8.083604266999998
Aruba,ABW,1968,8.084147184999999
Aruba,ABW,1969,8.0846901
Aruba,ABW,1970,13.339162674999999
Aruba,ABW,1971,13.339705593
Aruba,ABW,1972,13.340248508
Aruba,ABW,1973,15.384791424
Aruba,ABW,1974,16.900827306
Aruba,ABW,1975,17.901370221
Aruba,ABW,1976,19.422406104
Aruba,ABW,1977,20.422949021
Aruba,ABW,1978,17.724724353
Aruba,ABW,1979,17.725267268
Aruba,ABW,1980,17.725810184
Aruba,ABW,1981,17.726353099
Aruba,ABW,1982,17.726896015999998
Aruba,ABW,1983,17.727438932000002
Aruba,ABW,1984,17.727981848
Aruba,ABW,1985,17.728524764
Aruba,ABW,1986,17.2359857
Aruba,ABW,1987,16.064033104
Aruba,ABW,1988,15.387935165
Aruba,ABW,1989,18.130795877
Aruba,ABW,1990,16.27020619
Aruba,ABW,1991,13.537558649000001
Aruba,ABW,1992,6.0729771690000005
Aruba,ABW,1993,7.1746486990000005
Aruba,ABW,1994,5.2212630010000005
Aruba,ABW,1995,5.154685256
Aruba,ABW,1996,7.3154404049999995
Aruba,ABW,1997,9.315176264
Aruba,ABW,1998,8.646585298999998
Aruba,ABW,1999,9.130073387
Aruba,ABW,2000,10.427522754999998
Aruba,ABW,2001,6.737033101
Aruba,ABW,2002,7.781973901
Aruba,ABW,2003,3.219800002
Aruba,ABW,2004,3.261999999
Aruba,ABW,2005,3.2619999990000004
Aruba,ABW,2006,2.917599999
Aruba,ABW,2007,3.1989199999999998
Aruba,ABW,2008,3.037599999
Aruba,ABW,2009,3.282
Aruba,ABW,2010,3.0798000020000003
Aruba,ABW,2011,3.3412479999999998
Aruba,ABW,2012,2.7776639989999996
Aruba,ABW,2013,2.858175999
Aruba,ABW,2014,2.858175999
Aruba,ABW,2015,2.911850667
Aruba,ABW,2016,2.952106667
Aruba,ABW,2017,2.992362667
Aruba,ABW,2018,2.9630741900000004
Australia,AUS,1950,8427.525186070001
Australia,AUS,1951,9411.444416780001
Australia,AUS,1952,10732.45773649
Australia,AUS,1953,11964.7294475
Australia,AUS,1954,12647.353386510002
Australia,AUS,1955,13778.593142520001
Australia,AUS,1956,14939.69731753
Australia,AUS,1957,15933.18566454
Australia,AUS,1958,16587.25787356
Australia,AUS,1959,18557.469392567
Australia,AUS,1960,18493.879008
Australia,AUS,1961,17664.39329159
Australia,AUS,1962,19307.965442999997
Australia,AUS,1963,22971.132957
Australia,AUS,1964,24303.068823999998
Australia,AUS,1965,25035.818259000003
Australia,AUS,1966,26717.963167
Australia,AUS,1967,31512.695654000003
Australia,AUS,1968,35187.258565200005
Australia,AUS,1969,43300.24641099999
Australia,AUS,1970,54560.484203
Australia,AUS,1971,84107.326019999
Australia,AUS,1972,85600.71912820701
Australia,AUS,1973,92069.980751235
Australia,AUS,1974,110035.03151178699
Australia,AUS,1975,71629.87425079699
Australia,AUS,1976,90692.89709812199
Australia,AUS,1977,110550.34380354999
Australia,AUS,1978,99991.88624934
Australia,AUS,1979,111999.6395002
Australia,AUS,1980,68404.3314449
Australia,AUS,1981,128710.90895552999
Australia,AUS,1982,120543.81517482
Australia,AUS,1983,117637.83283587
Australia,AUS,1984,115093.87443514798
Australia,AUS,1985,117130.90118297598
Australia,AUS,1986,104328.04584246501
Australia,AUS,1987,118527.136295261
Australia,AUS,1988,125592.21233329299
Australia,AUS,1989,140935.03769923002
Australia,AUS,1990,120597.06203246002
Australia,AUS,1991,144782.343059774
Australia,AUS,1992,115082.70429335699
Australia,AUS,1993,117689.056993085
Australia,AUS,1994,101793.73305554599
Australia,AUS,1995,123330.927071224
Australia,AUS,1996,114695.93859395801
Australia,AUS,1997,119452.09264218899
Australia,AUS,1998,121590.000145623
Australia,AUS,1999,123090.005992833
Australia,AUS,2000,91810.65847019703
Australia,AUS,2001,109138.01566121502
Australia,AUS,2002,47820.51031425701
Australia,AUS,2003,44788.04598726601
Australia,AUS,2004,38663.029084808004
Australia,AUS,2005,32116.936061454002
Australia,AUS,2006,31007.408316776004
Australia,AUS,2007,22697.579610997003
Australia,AUS,2008,23917.840736300004
Australia,AUS,2009,24090.293812319997
Australia,AUS,2010,23650.7383338
Australia,AUS,2011,21742.115236200003
Australia,AUS,2012,22265.661309699997
Australia,AUS,2013,21468.5999454
Australia,AUS,2014,18517.6153418
Australia,AUS,2015,19451.717025
Australia,AUS,2016,22490.3876789
Australia,AUS,2017,21788.391440400002
Australia,AUS,2018,21571.0153086
Azores Islands,,1950,138.357748846
Azores Islands,,1951,150.631506141
Azores Islands,,1952,133.985523179
Azores Islands,,1953,158.24788635099998
Azores Islands,,1954,219.00296657099997
Azores Islands,,1955,184.286437971
Azores Islands,,1956,199.239665377
Azores Islands,,1957,161.436674261
Azores Islands,,1958,141.21586417600003
Azores Islands,,1959,167.25966980799998
Azores Islands,,1960,177.995965238
Azores Islands,,1961,157.923441859
Azores Islands,,1962,169.452451158
Azores Islands,,1963,171.10360696499998
Azores Islands,,1964,187.426365372
Azores Islands,,1965,205.599355728
Azores Islands,,1966,210.29350105100002
Azores Islands,,1967,222.961147346
Azores Islands,,1968,223.009380481
Azores Islands,,1969,212.767519633
Azores Islands,,1970,163.93107305
Azores Islands,,1971,264.13241278699996
Azores Islands,,1972,268.230139964
Azores Islands,,1973,311.52307084600005
Azores Islands,,1974,191.99791121299998
Azores Islands,,1975,263.904356023
Azores Islands,,1976,349.976251643
Azores Islands,,1977,239.04459251599997
Azores Islands,,1978,157.264856839
Azores Islands,,1979,202.89730060699998
Azores Islands,,1980,219.086850448
Azores Islands,,1981,158.619841258
Azores Islands,,1982,159.947430984
Azores Islands,,1983,211.22177328700002
Azores Islands,,1984,385.336740218
Azores Islands,,1985,436.246609714
Azores Islands,,1986,520.367571306
Azores Islands,,1987,919.0711930499999
Azores Islands,,1988,1114.6282199379998
Azores Islands,,1989,1024.13965901
Azores Islands,,1990,1488.92526052
Azores Islands,,1991,2390.45795107
Azores Islands,,1992,2159.8428506200003
Azores Islands,,1993,2199.977277081
Azores Islands,,1994,2214.315862682
Azores Islands,,1995,2967.1461509100004
Azores Islands,,1996,2962.3203066799997
Azores Islands,,1997,2897.14803007
Azores Islands,,1998,3196.76379406
Azores Islands,,1999,1555.9504340270003
Azores Islands,,2000,1433.4796397400003
Azores Islands,,2001,990.034662817
Azores Islands,,2002,557.44519308
Azores Islands,,2003,472.47651068
Azores Islands,,2004,493.98627944000003
Azores Islands,,2005,506.782389409
Azores Islands,,2006,488.191162922
Azores Islands,,2007,550.4684478869999
Azores Islands,,2008,490.93039436
Azores Islands,,2009,584.937313249
Azores Islands,,2010,583.374795489
Azores Islands,,2011,755.881016853
Azores Islands,,2012,936.597873057
Azores Islands,,2013,996.91685579
Azores Islands,,2014,1467.52815671
Azores Islands,,2015,830.4140379010001
Azores Islands,,2016,876.636238454
Azores Islands,,2017,922.858439026
Azores Islands,,2018,2107.765882733
Bahamas,BHS,1995,0.900743245
Bahrain,BHR,1950,4800
Bahrain,BHR,1951,4800
Bahrain,BHR,1952,5200
Bahrain,BHR,1953,5600
Bahrain,BHR,1954,6000
Bahrain,BHR,1955,6400
Bahrain,BHR,1956,6800
Bahrain,BHR,1957,7200
Bahrain,BHR,1958,7600
Bahrain,BHR,1959,8000
Bahrain,BHR,1960,8400
Bahrain,BHR,1961,9200
Bahrain,BHR,1962,10000
Bahrain,BHR,1963,11200
Bahrain,BHR,1964,12400
Bahrain,BHR,1965,14000
Bahrain,BHR,1966,16000
Bahrain,BHR,1967,17200
Bahrain,BHR,1968,13520
Bahrain,BHR,1969,9080
Bahrain,BHR,1970,4680
Bahrain,BHR,1971,4840
Bahrain,BHR,1972,5000
Bahrain,BHR,1973,5160
Bahrain,BHR,1974,5256
Bahrain,BHR,1975,5640
Bahrain,BHR,1976,5620
Bahrain,BHR,1977,4572
Bahrain,BHR,1978,4203
Bahrain,BHR,1979,3720.5
Bahrain,BHR,1980,4827.546959276
Bahrain,BHR,1981,5179.513637301
Bahrain,BHR,1982,5942.76701648
Bahrain,BHR,1983,7427.197696791
Bahrain,BHR,1984,9681.05772099
Bahrain,BHR,1985,12281.38309089
Bahrain,BHR,1986,11771.84672776
Bahrain,BHR,1987,11232.54993618
Bahrain,BHR,1988,9748.43575895
Bahrain,BHR,1989,9001.16376253
Bahrain,BHR,1990,7095.20419571
Bahrain,BHR,1991,9286.30551575
Bahrain,BHR,1992,10217.67633935
Bahrain,BHR,1993,12486.6142746
Bahrain,BHR,1994,16068.08829708
Bahrain,BHR,1995,19537.28539165
Bahrain,BHR,1996,21716.94388383
Bahrain,BHR,1997,16842.92328291
Bahrain,BHR,1998,12934.693675319999
Bahrain,BHR,1999,8237.63526302
Bahrain,BHR,2000,4669.44
Bahrain,BHR,2001,4187.52
Bahrain,BHR,2002,4404.48
Bahrain,BHR,2003,4122.24
Bahrain,BHR,2004,4457.28
Bahrain,BHR,2005,5614.08
Bahrain,BHR,2006,6858.24
Bahrain,BHR,2007,8280
Bahrain,BHR,2008,10016.64
Bahrain,BHR,2009,10145.28
Bahrain,BHR,2010,9240.96
Bahrain,BHR,2011,7785.6
Bahrain,BHR,2012,8196.48
Bahrain,BHR,2013,8494.08
Bahrain,BHR,2014,8301.6
Bahrain,BHR,2015,8064
Bahrain,BHR,2016,7856.48
Bahrain,BHR,2017,7641.44
Bahrain,BHR,2018,7487.0198439999995
Bangladesh,BGD,1950,34
Bangladesh,BGD,1951,38
Bangladesh,BGD,1952,42
Bangladesh,BGD,1953,46
Bangladesh,BGD,1954,50
Bangladesh,BGD,1955,54
Bangladesh,BGD,1956,58
Bangladesh,BGD,1957,62
Bangladesh,BGD,1958,66
Bangladesh,BGD,1959,70
Bangladesh,BGD,1960,74
Bangladesh,BGD,1961,78
Bangladesh,BGD,1962,82
Bangladesh,BGD,1963,86
Bangladesh,BGD,1964,90
Bangladesh,BGD,1965,94
Bangladesh,BGD,1966,98
Bangladesh,BGD,1967,102
Bangladesh,BGD,1968,106
Bangladesh,BGD,1969,110
Bangladesh,BGD,1970,1102
Bangladesh,BGD,1971,1183.2631578
Bangladesh,BGD,1972,24881.726315800002
Bangladesh,BGD,1973,28431.2553736
Bangladesh,BGD,1974,31980.932441600005
Bangladesh,BGD,1975,35530.60949940001
Bangladesh,BGD,1976,39080.286567400006
Bangladesh,BGD,1977,42629.963625200005
Bangladesh,BGD,1978,46179.64069320001
Bangladesh,BGD,1979,49729.31775100001
Bangladesh,BGD,1980,53107.566248999996
Bangladesh,BGD,1981,56485.81473679999
Bangladesh,BGD,1982,59864.063224
Bangladesh,BGD,1983,63242.31172200001
Bangladesh,BGD,1984,66620.68421
Bangladesh,BGD,1985,71772.385908
Bangladesh,BGD,1986,73155.321356
Bangladesh,BGD,1987,74538.458104
Bangladesh,BGD,1988,75921.59485200001
Bangladesh,BGD,1989,77304.73161
Bangladesh,BGD,1990,78782.929724
Bangladesh,BGD,1991,80261.12784799999
Bangladesh,BGD,1992,81739.325964
Bangladesh,BGD,1993,83217.52408799999
Bangladesh,BGD,1994,84695.72220199999
Bangladesh,BGD,1995,86173.920316
Bangladesh,BGD,1996,87652.11843999999
Bangladesh,BGD,1997,86516.680196
Bangladesh,BGD,1998,90517.47271999999
Bangladesh,BGD,1999,88237.17433399998
Bangladesh,BGD,2000,85780.55142399999
Bangladesh,BGD,2001,83323.928514
Bangladesh,BGD,2002,80867.305604
Bangladesh,BGD,2003,74001.43745
Bangladesh,BGD,2004,71544.81455
Bangladesh,BGD,2005,69088.19164
Bangladesh,BGD,2006,66631.56873
Bangladesh,BGD,2007,64174.94582000001
Bangladesh,BGD,2008,61718.32291
Bangladesh,BGD,2009,59261.93407
Bangladesh,BGD,2010,44270.17225
Bangladesh,BGD,2011,51320.16957
Bangladesh,BGD,2012,66344.00783
Bangladesh,BGD,2013,60193.278860000006
Bangladesh,BGD,2014,52760.98642
Bangladesh,BGD,2015,47360.53269
Bangladesh,BGD,2016,50056.79847
Bangladesh,BGD,2017,49055.48231
Bangladesh,BGD,2018,55882.89157000001
Barbados,BRB,1970,5.24892966
Barbados,BRB,1971,5.24892966
Barbados,BRB,1972,5.24892966
Barbados,BRB,1973,5.24892966
Barbados,BRB,1974,31.82452457
Barbados,BRB,1975,43.548726259999995
Barbados,BRB,1976,47.46418224
Barbados,BRB,1977,36.8493362
Barbados,BRB,1978,36.98356147
Barbados,BRB,1979,40.30777753
Barbados,BRB,1980,20.761945667
Barbados,BRB,1981,20.908527575999997
Barbados,BRB,1982,25.829726369
Barbados,BRB,1983,31.941375530000002
Barbados,BRB,1984,40.247572840000004
Barbados,BRB,1985,21.683662198
Barbados,BRB,1986,23.494446501
Barbados,BRB,1987,33.90136548
Barbados,BRB,1988,141.70109254
Barbados,BRB,1989,51.95213575
Barbados,BRB,1990,61.717440499999995
Barbados,BRB,1991,64.5351932
Barbados,BRB,1992,80.25313299999999
Barbados,BRB,1993,24.60828763
Barbados,BRB,1994,20.81032396
Barbados,BRB,1995,110.18616109
Barbados,BRB,1996,96.2001003
Barbados,BRB,1997,136.9861709
Barbados,BRB,1998,119.9112283
Barbados,BRB,1999,96.58395975
Barbados,BRB,2000,109.5681897
Barbados,BRB,2001,87.71212358
Barbados,BRB,2002,53.75368288
Barbados,BRB,2003,67.65217506
Barbados,BRB,2004,77.21276946
Barbados,BRB,2005,127.68277959999999
Barbados,BRB,2006,79.73281058
Barbados,BRB,2007,61.86060465
Barbados,BRB,2008,64.21762685
Barbados,BRB,2009,36.40834482
Barbados,BRB,2010,45.86846482
Barbados,BRB,2011,50.19137213
Barbados,BRB,2012,62.41479333
Barbados,BRB,2013,75.85819277
Barbados,BRB,2014,85.19116218
Barbados,BRB,2015,121.8065404
Barbados,BRB,2016,128.2063995
Barbados,BRB,2017,102.2860733
Barbados,BRB,2018,97.23905868
Belgium,BEL,1950,26011.998701839995
Belgium,BEL,1951,29504.657444290002
Belgium,BEL,1952,33038.24969575
Belgium,BEL,1953,31936.8602772
Belgium,BEL,1954,30316.0272179
Belgium,BEL,1955,33541.4025215
Belgium,BEL,1956,35902.46764578999
Belgium,BEL,1957,25291.470846710003
Belgium,BEL,1958,26674.104004
Belgium,BEL,1959,25738.7511314
Belgium,BEL,1960,24304.0591301
Belgium,BEL,1961,26286.633612600002
Belgium,BEL,1962,25162.674762799998
Belgium,BEL,1963,31555.991108600003
Belgium,BEL,1964,20760.522057259994
Belgium,BEL,1965,22210.26755983
Belgium,BEL,1966,28424.294902399994
Belgium,BEL,1967,30516.83279857
Belgium,BEL,1968,30063.056786359997
Belgium,BEL,1969,26105.962873680004
Belgium,BEL,1970,22990.306163729998
Belgium,BEL,1971,24176.734590590004
Belgium,BEL,1972,23593.656594940003
Belgium,BEL,1973,23503.912323600005
Belgium,BEL,1974,20387.535819430002
Belgium,BEL,1975,22241.21236488
Belgium,BEL,1976,21165.570579429997
Belgium,BEL,1977,20254.663640862
Belgium,BEL,1978,21165.916781056
Belgium,BEL,1979,21582.483954061998
Belgium,BEL,1980,19506.359557869993
Belgium,BEL,1981,18329.256029030003
Belgium,BEL,1982,21869.03738338
Belgium,BEL,1983,19081.598481499997
Belgium,BEL,1984,19354.759790799995
Belgium,BEL,1985,20408.477962440007
Belgium,BEL,1986,15510.02080624
Belgium,BEL,1987,16801.361369664
Belgium,BEL,1988,17098.079189625
Belgium,BEL,1989,18279.348667159997
Belgium,BEL,1990,19779.399494638004
Belgium,BEL,1991,20925.535831505
Belgium,BEL,1992,18270.98180516
Belgium,BEL,1993,19061.498854485
Belgium,BEL,1994,18083.897101413
Belgium,BEL,1995,19128.839080779995
Belgium,BEL,1996,14129.49885998
