Entity,Code,Year,Marine protected areas (% of territorial waters)
Nicaragua,NIC,2019,2.9742279052734375
Nicaragua,NIC,2020,3.3923590183258057
Nicaragua,NIC,2021,3.3923587799072266
Nigeria,NGA,2016,0.01695209927856922
Nigeria,NGA,2017,0.016709309071302414
Nigeria,NGA,2018,0.016709309071302414
Nigeria,NGA,2019,0.01670899987220764
Nigeria,NGA,2020,0.01670899987220764
Nigeria,NGA,2021,0.01670929230749607
North America,,2016,20.923643112182617
North America,,2017,20.910919189453125
North America,,2018,20.910919189453125
North Korea,PRK,2016,0.022420113906264305
North Korea,PRK,2017,0.022085515782237053
North Korea,PRK,2018,0.022085515782237053
North Korea,PRK,2019,0.022084999829530716
North Korea,PRK,2020,0.022084999829530716
North Korea,PRK,2021,0.022085465490818024
Northern Mariana Islands,MNP,2016,33.22808074951172
Northern Mariana Islands,MNP,2017,33.25068664550781
Northern Mariana Islands,MNP,2018,33.25068664550781
Northern Mariana Islands,MNP,2019,33.25069046020508
Northern Mariana Islands,MNP,2020,31.967409133911133
Northern Mariana Islands,MNP,2021,33.156044006347656
Norway,NOR,2016,0.7466120719909668
Norway,NOR,2017,0.8307816386222839
Norway,NOR,2018,0.8307816386222839
Norway,NOR,2019,0.8330680131912231
Norway,NOR,2020,1.53444504737854
Norway,NOR,2021,9.948864936828613
Oman,OMN,2016,0.12319561839103699
Oman,OMN,2017,0.12319376319646835
Oman,OMN,2018,0.12319376319646835
Oman,OMN,2019,0.12319400161504745
Oman,OMN,2020,0.12319400161504745
Oman,OMN,2021,0.329986572265625
Pakistan,PAK,2016,0.7663509249687195
Pakistan,PAK,2017,0.7665290236473083
Pakistan,PAK,2018,0.7665290236473083
Pakistan,PAK,2019,0.7665290236473083
Pakistan,PAK,2020,0.7665290236473083
Pakistan,PAK,2021,0.7665293216705322
Palau,PLW,2016,82.98526763916016
Palau,PLW,2017,82.98762512207031
Palau,PLW,2018,82.98762512207031
Palau,PLW,2019,100
Palau,PLW,2020,100
Palau,PLW,2021,100
Panama,PAN,2016,1.6813795566558838
Panama,PAN,2017,1.6814168691635132
Panama,PAN,2018,1.6814168691635132
Panama,PAN,2019,1.681414008140564
Panama,PAN,2020,11.570799827575684
Panama,PAN,2021,26.844728469848633
Papua New Guinea,PNG,2016,0.19049741327762604
Papua New Guinea,PNG,2017,0.19047534465789795
Papua New Guinea,PNG,2018,0.19047534465789795
Papua New Guinea,PNG,2019,0.1388860046863556
Papua New Guinea,PNG,2020,0.1388860046863556
Papua New Guinea,PNG,2021,0.13888581097126007
Peru,PER,2016,0.4808371365070343
Peru,PER,2017,0.4815310537815094
Peru,PER,2018,0.4815310537815094
Peru,PER,2019,0.4815309941768646
Peru,PER,2020,0.4815309941768646
Peru,PER,2021,0.4815312922000885
Philippines,PHL,2016,1.1590557098388672
Philippines,PHL,2017,1.1590629816055298
Philippines,PHL,2018,1.1590629816055298
Philippines,PHL,2019,1.1590640544891357
Philippines,PHL,2020,1.1590640544891357
Philippines,PHL,2021,1.7444039583206177
Poland,POL,2016,22.5727481842041
Poland,POL,2017,22.571823120117188
Poland,POL,2018,22.571823120117188
Poland,POL,2019,22.572429656982422
Poland,POL,2020,22.57246971130371
Poland,POL,2021,22.57246971130371
Portugal,PRT,2016,8.356609344482422
Portugal,PRT,2017,16.563934326171875
Portugal,PRT,2018,16.563934326171875
Portugal,PRT,2019,16.564599990844727
Portugal,PRT,2020,16.81831932067871
Portugal,PRT,2021,16.819141387939453
Puerto Rico,PRI,2016,1.746109127998352
Puerto Rico,PRI,2017,1.7472050189971924
Puerto Rico,PRI,2018,1.7472050189971924
Puerto Rico,PRI,2019,1.7472039461135864
Puerto Rico,PRI,2020,1.8134280443191528
Puerto Rico,PRI,2021,1.817150354385376
Qatar,QAT,2016,0.1813196986913681
Qatar,QAT,2017,1.6823279857635498
Qatar,QAT,2018,1.6823279857635498
Qatar,QAT,2019,1.682345986366272
Qatar,QAT,2020,2.2920620441436768
Qatar,QAT,2021,2.2920615673065186
Romania,ROU,2016,8.42685317993164
Romania,ROU,2017,23.09630584716797
Romania,ROU,2018,23.09630584716797
Romania,ROU,2019,23.095949172973633
Romania,ROU,2020,23.09857940673828
Romania,ROU,2021,23.098583221435547
Russia,RUS,2016,2.974555730819702
Russia,RUS,2017,2.974560022354126
Russia,RUS,2018,2.974560022354126
Russia,RUS,2019,2.974560022354126
Russia,RUS,2020,2.974560022354126
Russia,RUS,2021,2.243342161178589
Saint Kitts and Nevis,KNA,2016,0.16564518213272095
Saint Kitts and Nevis,KNA,2017,0.1699008196592331
Saint Kitts and Nevis,KNA,2018,0.1699008196592331
Saint Kitts and Nevis,KNA,2019,3.9775331020355225
Saint Kitts and Nevis,KNA,2020,3.9775331020355225
Saint Kitts and Nevis,KNA,2021,3.9775331020355225
Saint Lucia,LCA,2016,0.21850478649139404
Saint Lucia,LCA,2017,0.21855421364307404
Saint Lucia,LCA,2018,0.21855421364307404
Saint Lucia,LCA,2019,0.21854999661445618
Saint Lucia,LCA,2020,0.21854999661445618
Saint Lucia,LCA,2021,0.21854989230632782
Saint Martin (French part),MAF,2016,96.56591796875
Saint Martin (French part),MAF,2017,96.40190124511719
Saint Martin (French part),MAF,2018,96.40190124511719
Saint Martin (French part),MAF,2019,96.42516326904297
Saint Martin (French part),MAF,2020,96.42508697509766
Saint Martin (French part),MAF,2021,96.42507934570312
Saint Vincent and the Grenadines,VCT,2016,0.21911264955997467
Saint Vincent and the Grenadines,VCT,2017,0.22009709477424622
Saint Vincent and the Grenadines,VCT,2018,0.22009709477424622
Saint Vincent and the Grenadines,VCT,2019,0.22009800374507904
Saint Vincent and the Grenadines,VCT,2020,0.22009800374507904
Saint Vincent and the Grenadines,VCT,2021,0.22009749710559845
Samoa,WSM,2016,0.08540832996368408
Samoa,WSM,2017,0.08680405467748642
Samoa,WSM,2018,0.08680405467748642
Samoa,WSM,2019,0.08680400252342224
Samoa,WSM,2020,0.14401300251483917
Samoa,WSM,2021,0.14401337504386902
Sao Tome and Principe,STP,2016,0.02657369337975979
Sao Tome and Principe,STP,2017,0.02678649313747883
Sao Tome and Principe,STP,2018,0.02678649313747883
Sao Tome and Principe,STP,2019,0.026785999536514282
Sao Tome and Principe,STP,2020,0.026785999536514282
Sao Tome and Principe,STP,2021,0.026786457747220993
Saudi Arabia,SAU,2016,1.5267438888549805
Saudi Arabia,SAU,2017,2.494101047515869
Saudi Arabia,SAU,2018,2.494101047515869
Saudi Arabia,SAU,2019,2.4940989017486572
Saudi Arabia,SAU,2020,2.4940989017486572
Saudi Arabia,SAU,2021,2.494098663330078
Senegal,SEN,2016,1.1027202606201172
Senegal,SEN,2017,1.1148264408111572
Senegal,SEN,2018,1.1148264408111572
Senegal,SEN,2019,1.1148240566253662
Senegal,SEN,2020,1.1148240566253662
Senegal,SEN,2021,1.8515626192092896
Seychelles,SYC,2016,0.03609678894281387
Seychelles,SYC,2017,0.0361027866601944
Seychelles,SYC,2018,0.0361027866601944
Seychelles,SYC,2019,15.656579971313477
Seychelles,SYC,2020,32.81502151489258
Seychelles,SYC,2021,32.81501770019531
Sierra Leone,SLE,2016,0.5378535389900208
Sierra Leone,SLE,2017,0.537561297416687
Sierra Leone,SLE,2018,0.537561297416687
Sierra Leone,SLE,2019,0.5375630259513855
Sierra Leone,SLE,2020,0.5375630259513855
Sierra Leone,SLE,2021,1.6274394989013672
Singapore,SGP,2017,0.01317856926470995
Singapore,SGP,2018,0.01317856926470995
Singapore,SGP,2019,0.013183999806642532
Singapore,SGP,2020,0.013183999806642532
Singapore,SGP,2021,0.013184011913836002
Sint Maarten (Dutch part),SXM,2016,5.427135467529297
Sint Maarten (Dutch part),SXM,2017,8.691259384155273
Sint Maarten (Dutch part),SXM,2018,8.691259384155273
Sint Maarten (Dutch part),SXM,2019,8.699402809143066
Sint Maarten (Dutch part),SXM,2020,8.699418067932129
Sint Maarten (Dutch part),SXM,2021,8.699419975280762
Slovenia,SVN,2016,100
Slovenia,SVN,2017,100
Slovenia,SVN,2018,213.42507934570312
Slovenia,SVN,2019,100
Slovenia,SVN,2020,2.313673973083496
Slovenia,SVN,2021,2.3136699199676514
Solomon Islands,SLB,2016,0.11803027242422104
Solomon Islands,SLB,2017,0.11805518716573715
Solomon Islands,SLB,2018,0.11805518716573715
Solomon Islands,SLB,2019,0.11675000190734863
Solomon Islands,SLB,2020,0.11675000190734863
Solomon Islands,SLB,2021,0.11674949526786804
South Africa,ZAF,2016,12.078817367553711
South Africa,ZAF,2017,12.056462287902832
South Africa,ZAF,2018,12.056462287902832
South Africa,ZAF,2019,14.562800407409668
South Africa,ZAF,2020,15.45991039276123
South Africa,ZAF,2021,15.496161460876465
South Asia,,2016,0.45776283740997314
South Asia,,2017,0.45820990204811096
South Asia,,2018,0.45774587988853455
South Korea,KOR,2016,1.6304926872253418
South Korea,KOR,2017,1.6336402893066406
South Korea,KOR,2018,1.6336402893066406
South Korea,KOR,2019,2.4304440021514893
South Korea,KOR,2020,2.455245018005371
South Korea,KOR,2021,2.455245018005371
Spain,ESP,2016,8.729888916015625
Spain,ESP,2017,8.374113082885742
Spain,ESP,2018,8.374113082885742
Spain,ESP,2019,12.688429832458496
Spain,ESP,2020,12.758700370788574
Spain,ESP,2021,12.757444381713867
Sri Lanka,LKA,2016,0.07470721006393433
Sri Lanka,LKA,2017,0.0746256560087204
Sri Lanka,LKA,2018,0.0746256560087204
Sri Lanka,LKA,2019,0.07462599873542786
Sri Lanka,LKA,2020,0.07462599873542786
Sri Lanka,LKA,2021,0.0746256485581398
Sudan,SDN,2016,15.964519500732422
Sudan,SDN,2017,15.96435546875
Sudan,SDN,2018,15.96435546875
Sudan,SDN,2019,15.96444034576416
Sudan,SDN,2020,15.96444034576416
Sudan,SDN,2021,15.964439392089844
Suriname,SUR,2016,1.5432796478271484
Suriname,SUR,2017,1.5432237386703491
Suriname,SUR,2018,1.5432237386703491
Suriname,SUR,2019,1.5432239770889282
Suriname,SUR,2020,1.5432239770889282
Suriname,SUR,2021,1.5432238578796387
Sweden,SWE,2016,8.20425796508789
Sweden,SWE,2017,15.21318531036377
Sweden,SWE,2018,15.21318531036377
Sweden,SWE,2019,15.368610382080078
Sweden,SWE,2020,15.376230239868164
Sweden,SWE,2021,15.763427734375
Syria,SYR,2016,0.245011568069458
Syria,SYR,2017,0.24697954952716827
Syria,SYR,2018,0.24697954952716827
Syria,SYR,2019,0.24698899686336517
Syria,SYR,2020,0.24698899686336517
Syria,SYR,2021,0.24698883295059204
Tanzania,TZA,2016,2.495788335800171
Tanzania,TZA,2017,3.015031099319458
Tanzania,TZA,2018,3.015031099319458
Tanzania,TZA,2019,3.015036106109619
Tanzania,TZA,2020,3.015036106109619
Tanzania,TZA,2021,3.015036106109619
Thailand,THA,2016,1.8814527988433838
Thailand,THA,2017,1.8813844919204712
Thailand,THA,2018,1.8813844919204712
Thailand,THA,2019,1.8813869953155518
Thailand,THA,2020,4.370124816894531
Thailand,THA,2021,4.443102836608887
Timor,TLS,2016,1.3740756511688232
Timor,TLS,2017,1.3743454217910767
Timor,TLS,2018,1.3743454217910767
Timor,TLS,2019,1.371649980545044
Timor,TLS,2020,1.371649980545044
Timor,TLS,2021,1.371649980545044
Togo,TGO,2016,0.19973067939281464
Togo,TGO,2017,0.19964830577373505
Togo,TGO,2018,0.19964830577373505
Togo,TGO,2019,0.19964900612831116
Togo,TGO,2020,0.19964900612831116
Togo,TGO,2021,0.19964909553527832
Tonga,TON,2016,1.5051164627075195
Tonga,TON,2017,1.5051394701004028
Tonga,TON,2018,1.5051394701004028
Tonga,TON,2019,0.0583840012550354
Tonga,TON,2020,0.0583840012550354
Tonga,TON,2021,0.0583840049803257
Trinidad and Tobago,TTO,2016,0.048813629895448685
Trinidad and Tobago,TTO,2017,0.048908911645412445
Trinidad and Tobago,TTO,2018,0.048908911645412445
Trinidad and Tobago,TTO,2019,0.04890900105237961
Trinidad and Tobago,TTO,2020,0.04890900105237961
Trinidad and Tobago,TTO,2021,0.04890861362218857
Tunisia,TUN,2016,1.0399999618530273
Tunisia,TUN,2017,1.0355161428451538
Tunisia,TUN,2018,1.0355161428451538
Tunisia,TUN,2019,1.0355210304260254
Tunisia,TUN,2020,1.0355210304260254
Tunisia,TUN,2021,1.0355212688446045
Turkey,TUR,2016,0.10549924522638321
Turkey,TUR,2017,0.10557064414024353
Turkey,TUR,2018,0.10557064414024353
Turkey,TUR,2019,0.10557100176811218
Turkey,TUR,2020,0.10557100176811218
Turkey,TUR,2021,1.761303424835205
Turkmenistan,TKM,2016,2.994150400161743
Turkmenistan,TKM,2017,2.9938628673553467
Turkmenistan,TKM,2018,2.9938628673553467
Turkmenistan,TKM,2019,2.993856906890869
Turkmenistan,TKM,2020,2.993856906890869
Turkmenistan,TKM,2021,2.99385666847229
Turks and Caicos Islands,TCA,2016,0.09724964946508408
Turks and Caicos Islands,TCA,2017,0.09713325649499893
Turks and Caicos Islands,TCA,2018,0.09713325649499893
Turks and Caicos Islands,TCA,2019,0.09713300317525864
Turks and Caicos Islands,TCA,2020,0.09713300317525864
Turks and Caicos Islands,TCA,2021,0.09713315218687057
Tuvalu,TUV,2016,0.008471103385090828
Tuvalu,TUV,2017,0.008483091369271278
Tuvalu,TUV,2018,0.008483091369271278
Tuvalu,TUV,2019,0.02921999990940094
Tuvalu,TUV,2020,0.02921999990940094
Tuvalu,TUV,2021,0.029219835996627808
Ukraine,UKR,2016,3.4150595664978027
Ukraine,UKR,2017,3.4151556491851807
Ukraine,UKR,2018,3.4151556491851807
Ukraine,UKR,2019,3.4151508808135986
Ukraine,UKR,2020,3.4151508808135986
Ukraine,UKR,2021,9.239787101745605
United Arab Emirates,ARE,2016,4.269708156585693
United Arab Emirates,ARE,2017,11.270354270935059
United Arab Emirates,ARE,2018,11.270354270935059
United Arab Emirates,ARE,2019,11.270339965820312
United Arab Emirates,ARE,2020,11.480449676513672
United Arab Emirates,ARE,2021,11.480447769165039
United Kingdom,GBR,2016,20.235422134399414
United Kingdom,GBR,2017,28.873306274414062
United Kingdom,GBR,2018,28.873306274414062
United Kingdom,GBR,2019,29.16274070739746
United Kingdom,GBR,2020,44.20283126831055
United Kingdom,GBR,2021,44.20282745361328
United States,USA,2016,41.082916259765625
United States,USA,2017,41.05740737915039
United States,USA,2018,41.05740737915039
United States,USA,2019,41.05741882324219
United States,USA,2020,37.373199462890625
United States,USA,2021,19.048179626464844
United States Virgin Islands,VIR,2016,0.8492851853370667
United States Virgin Islands,VIR,2017,0.8500658869743347
United States Virgin Islands,VIR,2018,0.8500658869743347
United States Virgin Islands,VIR,2019,0.850059986114502
United States Virgin Islands,VIR,2020,0.49033498764038086
United States Virgin Islands,VIR,2021,0.8521637320518494
Upper middle income,,2016,2.910460948944092
Upper middle income,,2017,8.385848999023438
Upper middle income,,2018,8.385848999023438
Uruguay,URY,2016,0.7163830399513245
Uruguay,URY,2017,0.716039776802063
Uruguay,URY,2018,0.716039776802063
Uruguay,URY,2019,0.7160400152206421
Uruguay,URY,2020,0.7524229884147644
Uruguay,URY,2021,0.7524230480194092
Vanuatu,VUT,2016,0.007716134190559387
Vanuatu,VUT,2017,0.007637346163392067
Vanuatu,VUT,2018,0.007637346163392067
Vanuatu,VUT,2019,0.007637000177055597
Vanuatu,VUT,2020,0.007637000177055597
Vanuatu,VUT,2021,0.007637342903763056
Venezuela,VEN,2016,3.485976219177246
Venezuela,VEN,2017,3.4859650135040283
Venezuela,VEN,2018,3.4859650135040283
Venezuela,VEN,2019,3.485964059829712
Venezuela,VEN,2020,4.3499979972839355
Venezuela,VEN,2021,4.3499979972839355
Vietnam,VNM,2016,0.5608497262001038
Vietnam,VNM,2017,0.5608908534049988
Vietnam,VNM,2018,0.5608908534049988
Vietnam,VNM,2019,0.5608909726142883
Vietnam,VNM,2020,0.5608909726142883
Vietnam,VNM,2021,0.5608906149864197
World,OWID_WRL,2016,8.748424530029297
World,OWID_WRL,2017,11.460746765136719
World,OWID_WRL,2018,11.480173110961914
Yemen,YEM,2016,0.4675063192844391
Yemen,YEM,2017,0.46757349371910095
Yemen,YEM,2018,0.46757349371910095
Yemen,YEM,2019,0.46757298707962036
Yemen,YEM,2020,0.46757298707962036
Yemen,YEM,2021,0.46757352352142334
