,Entity,Code,Year,kg_per_yr_per_capita,Production_in_tons,Population (historical estimates),Life_Expectancy_years,continent,fish_and_seafood_kg_protein_per_capita,percent_fish_total_protein_per_capita,percent_fish_protein_all_animal,Marine protected areas (% of territorial waters)
219,Ghana,GHA,2019,24.577616,445350.0,31522294,64.07,Africa,2.89870152,13.12181,56.06266732,0.0974059998989105
220,Ghana,GHA,2020,24.08171,445350.0,32180402,64.35,Africa,2.84065703,12.50000021,51.1746045,0.0966920033097267
221,Greece,GRC,2016,20.282543,199980.0,10749742,81.39,Europe,2.029192315,5.46495832,10.21964049,1.4571834802627563
222,Greece,GRC,2017,19.225836,203610.0,10692230,81.29,Europe,2.049306005,5.457864985,10.20848316,4.517865180969238
223,Greece,GRC,2018,19.721437,209470.0,10633275,81.79,Europe,2.047892725,5.251459037,9.133376715,4.517865180969238
224,Greece,GRC,2019,21.404455,211850.0,10574026,81.64,Europe,2.255936301,5.97930219,10.0466912,4.517860889434815
225,Greece,GRC,2020,21.535734,211850.0,10512232,81.09,Europe,2.269134701,6.219621294,10.64516102,4.517862796783447
226,Grenada,GRD,2016,22.830137,2550.0,119973,72.41,North America,2.697348723,11.53736105,20.89165469,0.0418545342981815
227,Grenada,GRD,2017,24.86472,2550.0,120934,72.39,North America,2.824197136,11.59878955,19.86333774,0.0862502679228782
228,Grenada,GRD,2018,34.005154,2730.0,121853,72.38,North America,3.913416485,16.01796367,26.46133079,0.0862502679228782
229,Grenada,GRD,2019,31.007439,2630.0,122737,72.4,North America,3.54386384,14.70222485,22.5758541,0.0862519964575767
230,Grenada,GRD,2020,30.779413,2630.0,123672,72.43,North America,3.516795805,14.07308972,21.59902077,0.0980359986424446
231,Guatemala,GTM,2016,3.2573562,39290.0,16291004,73.54,North America,0.364111335,1.411696995,4.541242076,0.8078663945198059
232,Guatemala,GTM,2017,3.2138946,43050.0,16578718,73.81,North America,0.379851704,1.450924584,4.790981393,0.9001436233520508
233,Guatemala,GTM,2018,3.1629531,43050.0,16850176,74.06,North America,0.373617468,1.464772296,4.743833137,0.9001436233520508
234,Guatemala,GTM,2019,3.1141589,43050.0,17106338,74.3,North America,0.367635227,1.435056442,4.378909829,0.9001410007476807
235,Guatemala,GTM,2020,3.0748875,43050.0,17362716,74.53,North America,0.365323463,1.40254483,4.046725134,0.8059849739074707
236,Guinea,GIN,2016,9.995656,128250.0,11930991,60.17,Africa,1.091651527,5.423728619,29.14669191,0.5293440818786621
237,Guinea,GIN,2017,10.410935,130250.0,12240791,60.71,Africa,1.133520202,5.683869153,29.80132625,0.5295714735984802
238,Guinea,GIN,2018,10.144878,130250.0,12554871,61.18,Africa,1.104367908,5.407315531,29.31034481,0.5295714735984802
239,Guinea,GIN,2019,9.897628,130250.0,12877537,61.6,Africa,1.075102573,5.199579597,26.19047543,0.5295699834823608
240,Guinea,GIN,2020,9.646849,130250.0,13205157,61.96,Africa,1.04906997,5.110521494,27.57633617,0.5295699834823608
241,Guinea-Bissau,GNB,2016,1.2918999,6710.0,1834554,57.33,Africa,0.131181263,0.871203187,4.05257414,10.009708404541016
242,Guinea-Bissau,GNB,2017,1.2155322,6740.0,1879835,57.67,Africa,0.127776747,0.836820084,4.152249038,10.00941276550293
243,Guinea-Bissau,GNB,2018,1.1877064,6730.0,1924954,58.0,Africa,0.124368421,0.822948434,4.211792982,10.00941276550293
244,Guinea-Bissau,GNB,2019,1.1600819,6740.0,1970460,58.32,Africa,0.124538193,0.807195579,4.247572802,10.00944995880127
245,Guinea-Bissau,GNB,2020,1.1422341,6730.0,2015839,58.63,Africa,0.12115491,0.775193819,4.116222679,8.988975524902344
246,Guyana,GUY,2016,24.266088,42480.0,759097,69.45,South America,2.488747646,7.493857505,18.47466945,0.0124169159680604
247,Guyana,GUY,2017,25.736898,43670.0,763265,69.62,South America,2.613554687,7.860408358,19.31506893,0.0127123724669218
248,Guyana,GUY,2018,25.001135,43670.0,785518,69.77,South America,2.537451676,7.761293405,19.31129487,0.0127123724669218
249,Guyana,GUY,2019,24.587706,43670.0,798761,69.91,South America,2.496695776,7.78670247,18.70310849,0.0188849996775388
250,Guyana,GUY,2020,24.636202,43670.0,797207,70.02,South America,2.502838945,7.65418541,18.93733034,0.0188849996775388
251,Haiti,HTI,2017,6.5607653,17900.0,10863546,63.29,North America,0.689992423,3.78542528,19.3581787,0.0
252,Haiti,HTI,2018,6.100646,17780.0,11012427,63.66,North America,0.641476915,3.635604123,17.33067847,0.0
253,Haiti,HTI,2019,5.106535,17910.0,11160441,64.0,North America,0.545168052,3.291082904,15.44885163,1.46356201171875
254,Haiti,HTI,2020,5.0322466,17910.0,11306804,64.32,North America,0.537411656,3.266949966,14.88277212,1.46356201171875
255,Honduras,HND,2016,2.3714511,63700.0,9460798,74.7,North America,0.239643962,1.09656307,3.321765209,4.1828203201293945
256,Honduras,HND,2017,2.6543057,72100.0,9626845,74.9,North America,0.275274021,1.273779916,3.912601452,4.157067775726318
257,Honduras,HND,2018,2.6141472,72100.0,9792854,75.09,North America,0.271597142,1.227588363,3.646833107,4.157067775726318
258,Honduras,HND,2019,2.5738256,72100.0,9958832,75.27,North America,0.26433092,1.204819359,3.6238985,4.157063961029053
259,Honduras,HND,2020,2.5246487,72100.0,10121762,75.45,North America,0.260733611,1.21869793,3.707465859,4.5779128074646
260,Iceland,ISL,2016,91.862595,1082320.0,335677,82.2,Europe,10.01418964,20.02020709,28.14814707,0.3803218305110931
261,Iceland,ISL,2017,89.96319,1184160.0,343641,82.66,Europe,10.65343604,21.13746863,29.27471398,0.38033527135849
262,Iceland,ISL,2018,87.59397,1184160.0,352951,82.86,Europe,10.37149289,20.80827856,29.14218582,0.38033527135849
263,Iceland,ISL,2019,85.69086,1184160.0,360787,83.16,Europe,10.145613,20.82658631,28.65723706,0.3804360032081604
264,Iceland,ISL,2020,84.30447,1184160.0,366682,83.07,Europe,9.98303908,21.16215474,29.21180777,0.4211060106754303
265,India,IND,2016,6.520493,10761760.0,1338636288,68.9,Asia,0.697019951,3.051383536,13.9350182,0.170691579580307
266,India,IND,2017,6.8209267,11607680.0,1354195712,69.16,Asia,0.73245875,3.125,13.98071621,0.1707058548927307
267,India,IND,2018,7.4597697,12496250.0,1369003264,69.42,Asia,0.79700973,3.419994055,14.34133698,0.1707058548927307
268,India,IND,2019,7.962715,13249700.0,1383112064,69.66,Asia,0.854608701,3.587104462,14.48655151,0.1707060039043426
269,India,IND,2020,7.886377,13249700.0,1396387072,69.89,Asia,0.847686658,3.502235188,15.26965521,0.1707060039043426
270,Indonesia,IDN,2016,39.73531,11442870.0,261850176,71.04,Asia,4.54279073,19.21060764,63.12056767,2.882554054260254
271,Indonesia,IDN,2017,44.705704,12838740.0,264498848,71.28,Asia,5.09467876,19.93426659,57.40740642,3.057323217391968
272,Indonesia,IDN,2018,43.327793,12643350.0,267066848,71.51,Asia,4.913039248,19.58868168,56.61888701,3.057323217391968
273,Indonesia,IDN,2019,45.083702,13429320.0,269582880,71.72,Asia,5.129764385,20.17000548,52.49343831,3.0573320388793945
274,Indonesia,IDN,2020,44.712276,13429330.0,271857984,71.91,Asia,5.089895435,20.23357743,52.57966739,3.0576000213623047
275,Iran,IRN,2016,11.155318,1089960.0,83306232,,Asia,1.167822318,3.919045219,13.49174368,0.8047131299972534
276,Iran,IRN,2017,11.226854,1203060.0,84505080,,Asia,1.16731599,4.010534927,13.54629921,0.8045534491539001
277,Iran,IRN,2018,12.114618,1268590.0,85617560,,Asia,1.255410675,4.399902261,14.73598017,0.8045534491539001
278,Iran,IRN,2019,12.250662,1284840.0,86564208,,Asia,1.276070733,4.486785377,14.79529875,0.8045549988746643
279,Iran,IRN,2020,12.143301,1284840.0,87290192,,Asia,1.26436584,4.332129801,14.21239621,0.8045549988746643
280,Iraq,IRQ,2017,3.1948917,67030.0,39621156,70.29,Asia,0.311562905,1.605750044,6.505575933,0.0
281,Iraq,IRQ,2018,2.8505828,62670.0,40590700,70.45,Asia,0.290499558,1.498700147,6.906271863,0.0
282,Ireland,IRL,2016,21.130945,270550.0,4715791,81.65,Europe,2.297118959,5.733466466,9.974747668,2.3323235511779785
283,Ireland,IRL,2017,23.347357,292220.0,4771860,82.16,Europe,2.53035958,6.090304707,10.13247956,2.332110643386841
284,Ireland,IRL,2018,23.045847,292220.0,4834506,82.2,Europe,2.499507298,5.910185545,9.744680531,2.332110643386841
285,Ireland,IRL,2019,22.756933,292220.0,4896021,82.7,Europe,2.467860995,5.904895096,10.11185723,2.3321421146392822
286,Ireland,IRL,2020,22.521992,292220.0,4946123,82.2,Europe,2.44137988,5.85152834,9.3094345,2.331835985183716
287,Israel,ISR,2016,24.479017,20500.0,8159015,82.41,Asia,2.245500185,5.024758524,8.662188844,0.0323101766407489
288,Israel,ISR,2017,25.746204,19040.0,8309256,82.55,Asia,2.379217095,5.303519542,9.167015318,0.0325519368052482
289,Israel,ISR,2018,25.295214,19040.0,8456487,82.8,Asia,2.34074865,5.094086794,8.403688419,0.0325519368052482
290,Israel,ISR,2019,24.851717,19040.0,8607922,82.8,Asia,2.297521883,5.046818058,8.73746423,0.0325520001351833
291,Israel,ISR,2020,24.432203,19040.0,8757487,82.7,Asia,2.2582988,5.05409346,8.705326643,0.0425070002675056
292,Italy,ITA,2016,30.019384,353740.0,60118628,83.24,Europe,2.968538795,7.887268763,15.47619059,8.78357219696045
293,Italy,ITA,2017,30.092285,353180.0,60004024,82.95,Europe,3.155594725,8.279267929,16.03225155,8.794648170471191
294,Italy,ITA,2018,29.717415,349070.0,59877432,83.35,Europe,3.137642565,8.19893764,15.68156662,8.794648170471191
295,Italy,ITA,2019,29.530964,327740.0,59727936,83.5,Europe,3.063799415,7.944732028,14.68866404,8.77793025970459
296,Italy,ITA,2020,29.64125,327740.0,59500576,82.34,Europe,3.07844285,7.971571882,14.83467488,9.735906600952148
297,Jamaica,JAM,2016,23.941044,14500.0,2802699,74.18,North America,2.475082995,9.369628011,19.32053132,0.7545990943908691
298,Jamaica,JAM,2017,26.532911,17360.0,2808388,74.27,North America,2.69161877,9.90500127,20.48540854,0.7545972466468811
299,Jamaica,JAM,2018,26.502075,17360.0,2811842,74.37,North America,2.689767673,9.418356911,19.44367981,0.7545972466468811
300,Jamaica,JAM,2019,26.477957,17360.0,2813776,74.48,North America,2.68860752,9.31496014,19.20765088,0.7545959949493408
301,Jamaica,JAM,2020,26.415413,17360.0,2820438,74.59,North America,2.682487346,9.538084246,19.83002916,0.7545959949493408
302,Japan,JPN,2016,45.57436,3869870.0,126993856,83.98,Asia,6.092024105,19.69606861,36.14378908,0.4934920370578766
303,Japan,JPN,2017,46.134132,3819400.0,126662464,84.1,Asia,6.09553358,19.38537149,35.36559403,8.23376178741455
304,Japan,JPN,2018,46.27419,3819400.0,126255872,84.21,Asia,6.1154363,19.27222089,35.05480528,8.23376178741455
305,Japan,JPN,2019,46.451286,3819400.0,125791680,84.36,Asia,6.1399205,19.24319372,34.7717337,8.23376178741455
306,Japan,JPN,2020,46.654346,3819400.0,125244760,84.62,Asia,6.166502355,19.20780613,34.25470737,8.233667373657227
307,Jordan,JOR,2016,5.7623186,1760.0,9964659,74.18,Asia,0.559932484,2.229654527,6.799830284,35.21878433227539
308,Jordan,JOR,2017,5.125123,1760.0,10215384,74.29,Asia,0.50700398,2.096587502,6.435863404,35.590911865234375
309,Jordan,JOR,2018,5.0016184,1760.0,10459864,74.4,Asia,0.493778826,2.136945052,5.742013543,35.590911865234375
310,Jordan,JOR,2019,4.8909535,1760.0,10698682,74.53,Asia,0.485932238,2.229954013,5.862785494,35.71783828735352
311,Jordan,JOR,2020,4.789403,1760.0,10928723,74.66,Asia,0.473665391,2.236884429,5.673469383,0.9820709824562072
312,Kazakhstan,KAZ,2016,3.166044,43210.0,18078558,72.41,Asia,0.334801762,0.986423426,1.787430338,1.0496704578399658
313,Kazakhstan,KAZ,2017,2.8233306,32720.002,18314822,72.95,Asia,0.299065743,0.848583966,1.587605157,1.0492124557495115
314,Kazakhstan,KAZ,2018,2.796705,32720.002,18538100,73.15,Asia,0.29577875,0.815758047,1.560121757,1.0492124557495115
315,Kazakhstan,KAZ,2019,2.7598257,32720.002,18754260,73.18,Asia,0.292452491,0.80261594,1.479992629,1.0492119789123535
316,Kazakhstan,KAZ,2020,2.7305465,32720.002,18979250,71.37,Asia,0.288883886,0.786009018,1.416932274,50.72808837890625
317,Kenya,KEN,2016,3.594816,158130.0,47894668,65.39,Africa,0.370081713,1.613692,6.702776282,0.8042675852775574
318,Kenya,KEN,2017,3.160093,134570.0,48948140,65.91,Africa,0.325807651,1.459731545,6.227630501,0.8041839599609375
319,Kenya,KEN,2018,3.096751,134570.0,49953300,66.34,Africa,0.319191708,1.410320338,5.990134248,0.8041839599609375
320,Kenya,KEN,2019,3.0336225,134570.0,50951452,66.7,Africa,0.312597242,1.375538516,6.374807956,0.8041809797286987
321,Kenya,KEN,2020,2.9789176,134570.0,51985780,66.99,Africa,0.309579845,1.417703899,6.661250661,0.7628769874572754
322,Kiribati,KIR,2016,73.01732,172820.0,118529,67.58,Oceania,8.302657555,33.04251532,62.59181567,11.814154624938965
323,Kiribati,KIR,2017,72.72143,161140.0,120378,67.85,Oceania,8.240562295,33.65805373,65.74737999,11.817900657653809
324,Kiribati,KIR,2018,71.59639,161140.0,122276,68.12,Oceania,8.1130083,33.31437662,65.70387018,11.817900657653809
325,Kiribati,KIR,2019,70.46075,161140.0,124252,68.37,Oceania,7.98424214,31.3313451,60.56079887,11.817899703979492
326,Kiribati,KIR,2020,69.22023,161140.0,126473,68.61,Oceania,7.8426455,30.63972967,59.30656918,11.817899703979492
327,Kuwait,KWT,2016,13.020273,5690.0,4048090,75.22,Asia,1.362925476,3.865223089,8.08807955,1.4795137643814087
328,Kuwait,KWT,2017,14.464278,4330.0,4124904,75.31,Asia,1.536104544,4.30453616,9.044802023,1.4792757034301758
329,Kuwait,KWT,2018,13.8277235,4330.0,4317190,75.4,Asia,1.469015865,4.225351917,8.771929423,1.4792757034301758
330,Kuwait,KWT,2019,13.442255,4330.0,4441105,75.49,Asia,1.428014685,4.064160729,8.428572175,1.3642539978027344
331,Kuwait,KWT,2020,13.691833,4330.0,4360451,75.59,Asia,1.45135388,3.932203354,8.198707703,1.3642539978027344
332,Latvia,LVA,2016,25.496756,115590.0,1973477,74.58,Europe,2.68346102,7.369898848,13.02037234,16.035541534423828
333,Latvia,LVA,2017,24.132242,118950.0,1954861,74.63,Europe,2.702950925,7.473811617,12.88641845,16.036361694335938
334,Latvia,LVA,2018,24.373516,118950.0,1935632,74.78,Europe,2.730341985,8.110151071,14.3980061,16.036361694335938
335,Latvia,LVA,2019,24.61334,118950.0,1916552,75.39,Europe,2.75616683,8.030896199,13.78746565,16.036609649658203
336,Latvia,LVA,2020,24.866865,118950.0,1897057,75.39,Europe,2.78352796,8.200577497,13.68909543,16.03788948059082
337,Lebanon,LBN,2016,9.536829,5320.0,6258628,78.8,Asia,0.912327939,3.331426918,10.45780968,0.2122614681720733
338,Lebanon,LBN,2017,9.74421,4640.0,6109255,78.83,Asia,0.932955148,3.316917605,10.62152044,0.2114285826683044
339,Lebanon,LBN,2018,10.004655,4640.0,5950842,78.88,Asia,0.959202006,3.260403246,9.374999945,0.2114285826683044
340,Lebanon,LBN,2019,10.292022,4640.0,5781912,78.93,Asia,0.986753483,3.291943414,9.290953594,0.2114299982786178
341,Lebanon,LBN,2020,10.51009,4640.0,5662924,79.0,Asia,1.007437851,3.350402369,10.10591349,0.2114299982786178
342,Liberia,LBR,2016,5.877388,14740.0,4706106,62.8,Africa,0.601238257,4.158464552,16.52003984,0.101708173751831
343,Liberia,LBR,2017,4.685696,14850.0,4796632,63.3,Africa,0.468716612,3.15282763,13.19234561,0.1033424884080886
344,Liberia,LBR,2018,4.3169384,14360.0,4889396,63.73,Africa,0.406511633,2.824293545,11.93241694,0.1033424884080886
345,Liberia,LBR,2019,4.357706,16820.0,4985290,64.1,Africa,0.390410862,2.713568008,12.50000028,0.1033430024981498
346,Liberia,LBR,2020,4.2747197,16820.0,5087591,64.42,Africa,0.38462532,2.737603044,12.19792761,0.1033430024981498
347,Libya,LBY,2016,17.433384,30010.0,6282202,72.31,Africa,1.818052955,5.769000664,15.8709252,0.6364989876747131
348,Libya,LBY,2017,15.363278,32009.998,6378267,72.52,Africa,1.559130277,5.189920955,14.05772502,0.6364299058914185
349,Libya,LBY,2018,15.135982,32009.998,6477791,72.72,Africa,1.535456596,4.86003563,12.21922721,0.6364299058914185
350,Libya,LBY,2019,14.918657,32009.998,6569085,72.91,Africa,1.513841333,5.000621908,13.43133936,0.6364290118217468
351,Libya,LBY,2020,14.725788,32009.998,6653946,73.08,Africa,1.492612495,4.806408643,12.57542092,0.6336789727210999
352,Lithuania,LTU,2016,28.696318,111340.0,2933676,74.67,Europe,3.167776235,7.135914787,12.08836499,21.51590919494629
353,Lithuania,LTU,2017,30.972763,93510.0,2904452,75.48,Europe,3.42512496,7.652368022,12.83838087,25.591026306152344
354,Lithuania,LTU,2018,31.271248,93510.0,2876128,75.68,Europe,3.4586816,7.940264073,13.13444889,25.591026306152344
355,Lithuania,LTU,2019,31.57645,93510.0,2849083,76.28,Europe,3.492975905,8.135035857,12.76485899,25.592470169067383
356,Lithuania,LTU,2020,31.892159,93510.0,2820269,74.93,Europe,3.526718695,7.980547295,12.17465395,25.592470169067383
357,Madagascar,MDG,2016,5.2224607,150110.0,25501944,65.93,Africa,0.555825979,3.66111212,17.82857068,0.357265830039978
358,Madagascar,MDG,2017,5.579403,171720.0,26169540,66.31,Africa,0.60630818,3.992485019,19.23076983,0.7461844682693481
359,Madagascar,MDG,2018,4.05964,136200.0,26846544,66.68,Africa,0.460597917,3.077289979,15.43062114,0.7461844682693481
360,Madagascar,MDG,2019,3.9866548,119320.0,27533134,67.04,Africa,0.414729608,3.010641177,21.48148098,0.7461850047111511
361,Madagascar,MDG,2020,3.885057,119320.0,28225182,67.39,Africa,0.404644366,3.041722597,22.87449417,0.9137279987335204
362,Malaysia,MYS,2016,56.734287,1782190.0,31526414,75.65,Asia,6.078472385,22.20347894,39.29719916,1.4074420928955078
363,Malaysia,MYS,2017,56.264816,1694820.0,31975812,75.83,Asia,5.92239729,21.53647573,38.63794387,1.5446206331253052
364,Malaysia,MYS,2018,54.912502,1636850.0,32399270,76.0,Asia,5.80726753,21.48488896,38.39830859,1.5446206331253052
365,Malaysia,MYS,2019,53.976814,1685190.0,32804024,76.16,Asia,5.67370162,20.17954222,36.47166333,1.544437050819397
366,Malaysia,MYS,2020,53.32593,1685190.0,33199988,76.31,Asia,5.607899055,19.33742399,34.28322864,3.3050169944763184
367,Maldives,MDV,2016,133.97824,129190.0,454263,78.01,Asia,16.2433176,44.4851798,67.9302635,0.0486926734447479
368,Maldives,MDV,2017,95.06381,143260.0,472449,78.32,Asia,11.33490236,36.31230067,60.56511033,0.0515050366520881
369,Maldives,MDV,2018,91.700935,143260.0,489773,78.63,Asia,10.93262819,35.22487858,57.55060735,0.0515050366520881
370,Maldives,MDV,2019,89.02172,143260.0,504518,78.92,Asia,10.61330685,33.83127118,57.46672211,0.0515049993991851
371,Maldives,MDV,2020,87.30368,143260.0,514451,79.21,Asia,10.40846045,33.9334832,62.66451049,0.0675949975848198
372,Malta,MLT,2016,30.95795,9630.0,467717,82.45,Europe,3.419497025,8.916688027,15.46867751,6.264285087585449
373,Malta,MLT,2017,29.860292,9270.0,479507,82.35,Europe,3.39072809,8.818173576,15.40675628,6.270051002502441
374,Malta,MLT,2018,30.068003,12760.0,491590,82.45,Europe,3.20085363,8.979516562,15.81829828,6.270051002502441
375,Malta,MLT,2019,20.022938,6270.0,503646,82.86,Europe,3.035049095,9.220477053,16.06418908,7.444798946380615
376,Malta,MLT,2020,19.568254,6270.0,515364,82.65,Europe,2.96766608,8.813149736,14.89562024,7.444940090179443
377,Mauritania,MRT,2016,8.70434,609750.0,4051896,64.21,Africa,0.975255947,3.233830504,8.98100082,4.15370512008667
378,Mauritania,MRT,2017,9.430796,794580.0,4160018,64.46,Africa,0.980812962,3.303797193,9.371632879,4.1534342765808105
379,Mauritania,MRT,2018,9.185982,794580.0,4270717,64.7,Africa,0.955816375,3.137739279,8.981612447,4.1534342765808105
380,Mauritania,MRT,2019,8.950533,794580.0,4383853,64.92,Africa,0.930721275,3.009259429,8.225108849,4.153438091278076
381,Mauritania,MRT,2020,8.7234,794580.0,4498605,65.13,Africa,0.905414511,2.949490005,8.540925106,4.153438091278076
382,Mauritius,MUS,2016,23.30085,19230.0,1293909,74.39,Africa,2.64151084,8.704833315,19.08436232,0.0039060420822352
383,Mauritius,MUS,2017,23.566807,26240.0,1294743,74.51,Africa,2.740202825,8.922148809,19.63237165,0.0038782253395766
384,Mauritius,MUS,2018,23.552332,26240.0,1295386,74.42,Africa,2.73820299,8.815078761,19.33450958,0.0038782253395766
385,Mauritius,MUS,2019,23.536642,26240.0,1296284,74.24,Africa,2.738497472,8.758289372,18.7057391,0.0038779999595135
386,Mauritius,MUS,2020,23.50829,26240.0,1297830,74.18,Africa,2.732605825,8.839523134,19.73140394,0.0038779999595135
387,Mexico,MEX,2016,16.045979,1732060.0,121519224,74.92,North America,1.807786016,5.558720078,11.76754356,2.2514052391052246
388,Mexico,MEX,2017,14.9115715,1871950.0,122839256,74.95,North America,1.623918945,4.98406937,10.58482384,21.782020568847656
389,Mexico,MEX,2018,13.482612,1939240.0,124013864,74.99,North America,1.845896615,5.586152481,11.66666588,21.782020568847656
390,Mexico,MEX,2019,14.054335,1824590.0,125085312,75.05,North America,1.585855285,4.766167155,10.01645932,21.55340003967285
391,Mexico,MEX,2020,13.947438,1824590.0,125998296,75.13,North America,1.57617293,4.761904515,9.962227865,21.553390502929688
392,Montenegro,MNE,2017,13.981042,2090.0,632445,76.49,Europe,1.362754401,3.367666789,5.548996412,0.0012194317532703
393,Montenegro,MNE,2018,14.161996,2390.0,631459,76.84,Europe,1.401182331,3.439672024,5.708370157,0.0012194317532703
394,Montenegro,MNE,2019,15.520364,2350.0,630403,76.68,Europe,1.54894842,3.808332168,6.382022951,0.1399140059947967
395,Montenegro,MNE,2020,15.555531,2350.0,629058,75.93,Europe,1.552458041,3.840952495,6.482045483,0.0721459984779357
396,Morocco,MAR,2016,20.360857,1448160.0,35107272,75.97,Africa,2.446804401,6.79513152,25.83879538,0.4606419205665588
397,Morocco,MAR,2017,19.498981,1378650.0,35528116,76.22,Africa,2.32851093,6.465035751,23.9473693,0.2599844634532928
398,Morocco,MAR,2018,19.003529,1332850.0,35927516,76.45,Africa,2.280373161,6.234987948,23.34207518,0.2599844634532928
399,Morocco,MAR,2019,18.6757,1459520.0,36304408,76.68,Africa,2.251431325,6.244279302,22.00716784,0.2599839866161346
400,Morocco,MAR,2020,18.48105,1459520.0,36688768,76.9,Africa,2.22527141,6.190622658,21.76724186,0.6896119713783264
401,Mozambique,MOZ,2016,11.856877,300840.0,27696500,58.31,Africa,1.257984545,8.628930177,47.63888912,2.232030868530273
402,Mozambique,MOZ,2017,12.484667,331160.0,28569448,59.31,Africa,1.339619825,8.644307874,45.57907705,2.232030868530273
403,Mozambique,MOZ,2018,12.821348,352100.0,29423882,60.16,Africa,1.386740558,7.703251845,48.84020541,2.232030868530273
404,Mozambique,MOZ,2019,13.866732,394680.0,30285602,60.85,Africa,1.496814995,9.385039559,54.02906236,2.232032060623169
405,Mozambique,MOZ,2020,13.463253,394680.0,31178242,61.39,Africa,1.452637877,9.014532282,54.83425464,2.145914077758789
406,Myanmar,MMR,2016,47.91109,3090000.0,51892352,66.2,Asia,6.070459175,17.33248235,38.15666184,0.0523196458816528
407,Myanmar,MMR,2017,46.850708,3199090.0,52288344,66.56,Asia,5.93617531,16.85714234,37.21962525,2.32704758644104
408,Myanmar,MMR,2018,46.512383,3199090.0,52666016,66.87,Asia,5.89226508,16.63863767,36.03459992,2.32704758644104
409,Myanmar,MMR,2019,46.18909,3199090.0,53040212,67.13,Asia,5.85026088,16.45397481,36.04491225,0.4778389930725097
410,Myanmar,MMR,2020,45.851414,3199090.0,53423200,67.36,Asia,5.81030725,16.38364842,35.72571557,0.4778389930725097
411,Namibia,NAM,2016,13.12283,515860.0,2323351,62.62,Africa,1.455842504,6.208530464,18.22820104,1.7141509056091309
412,Namibia,NAM,2017,12.743967,501780.0,2364540,63.02,Africa,1.435525546,6.020534798,17.21530216,1.7141984701156616
413,Namibia,NAM,2018,12.526544,501780.0,2405682,63.37,Africa,1.411398462,5.89055934,17.33576621,1.7141984701156616
414,Namibia,NAM,2019,12.316411,501780.0,2446648,63.71,Africa,1.388094197,5.945170467,19.1282048,1.7142000198364258
415,Namibia,NAM,2020,12.106867,501780.0,2489099,64.04,Africa,1.363706941,5.569928339,16.67425961,1.7142000198364258
416,Netherlands,NLD,2016,20.923172,431870.0,17124512,81.56,Europe,2.11735551,5.45963613,8.140829257,21.490537643432617
417,Netherlands,NLD,2017,21.761932,562590.0,17207204,81.76,Europe,2.451531114,6.658821318,10.68113908,26.67468643188477
418,Netherlands,NLD,2018,14.478167,464000.0,17286042,81.81,Europe,1.70387402,4.591787289,7.261283866,26.67468643188477
419,Netherlands,NLD,2019,21.574183,562590.0,17363260,82.11,Europe,2.429581912,6.359958748,10.39520249,26.862340927124023
420,Netherlands,NLD,2020,21.484236,562590.0,17434562,81.41,Europe,2.42139916,6.032710605,9.616754534,26.86294937133789
421,New Caledonia,NCL,2016,26.023691,5320.0,283753,76.93,Oceania,2.477754685,8.250205646,14.19055348,96.34122467041016
422,New Caledonia,NCL,2017,23.495876,5120.0,284358,77.54,Oceania,2.303998443,7.592267191,13.18681267,96.59333801269533
423,New Caledonia,NCL,2018,23.460531,5120.0,284887,77.43,Oceania,2.299515221,7.554507715,13.12448791,96.59333801269533
424,New Caledonia,NCL,2019,23.412722,5120.0,285374,77.63,Oceania,2.29282196,7.035063954,12.3059002,96.26024627685548
425,New Caledonia,NCL,2020,23.335457,5120.0,286412,77.77,Oceania,2.284901095,6.991761195,12.10719096,96.26024627685548
426,New Zealand,NZL,2016,23.923334,532140.0,4668088,81.61,Oceania,2.426167301,7.121470761,12.76595723,30.343000411987305
427,New Zealand,NZL,2017,24.747091,545460.0,4746253,81.66,Oceania,2.411850833,7.438385287,13.89004587,30.371109008789062
428,New Zealand,NZL,2018,25.663124,511640.0,4838528,81.86,Oceania,2.56895906,7.784041828,14.48164605,30.371109008789062
429,New Zealand,NZL,2019,25.665735,525880.0,4959033,81.71,Oceania,2.47489637,7.683059788,14.28571411,30.422719955444336
430,New Zealand,NZL,2020,25.153843,525880.0,5061130,82.06,Oceania,2.423963358,7.991286015,15.24830371,30.421539306640625
431,Nicaragua,NIC,2016,6.4330187,65940.0,6389237,73.86,North America,0.579810348,2.52786933,8.460325954,2.930758476257324
432,Nicaragua,NIC,2017,6.7785773,75820.0,6480534,74.07,North America,0.586179452,2.557665269,8.419421651,2.974231481552124
433,Nicaragua,NIC,2018,6.680246,75830.0,6572234,74.28,North America,0.578151204,2.484184635,8.523028312,2.974231481552124
434,Nicaragua,NIC,2019,6.590762,75830.0,6663919,74.48,North America,0.570037071,2.366423587,6.874189469,2.974227905273437
435,Nicaragua,NIC,2020,6.5010977,75830.0,6755900,74.7,North America,0.561908631,2.3387459,6.669499238,3.3923590183258057
436,Nigeria,NGA,2016,9.038432,1041500.0,188666928,53.54,Africa,0.982153315,4.563691014,37.6033066,0.0169520992785692
437,Nigeria,NGA,2017,8.996375,1212470.0,193495904,53.95,Africa,0.957739159,4.387267248,37.46478999,0.0167093090713024
438,Nigeria,NGA,2018,8.836646,1169480.0,198387616,54.33,Africa,0.95139586,4.409554273,37.66048632,0.0167093090713024
