,Entity,Code,Year,kg_per_yr_per_capita,Production_in_tons,Population (historical estimates),Life_Expectancy_years,continent,fish_and_seafood_kg_protein_per_capita,percent_fish_total_protein_per_capita,percent_fish_protein_all_animal,Marine protected areas (% of territorial waters)
439,Nigeria,NGA,2019,6.8403215,1114560.0,203304496,54.69,Africa,0.952504913,4.47761235,38.82353137,0.0167089998722076
440,Nigeria,NGA,2020,6.679113,1114560.0,208327408,55.02,Africa,0.928198723,4.38342127,38.99848101,0.0167089998722076
441,North Korea,PRK,2016,11.054352,275750.0,25389614,,Asia,1.1023949,5.49012449,29.21889995,0.0224201139062643
442,North Korea,PRK,2017,11.112281,280760.0,25516318,,Asia,1.06583223,5.308932928,29.0963266,0.022085515782237
443,North Korea,PRK,2018,11.061835,280760.0,25638152,,Asia,1.06213551,5.449794922,29.28786505,0.022085515782237
444,North Korea,PRK,2019,11.011695,280760.0,25755442,,Asia,1.054830728,5.344636815,28.71287181,0.0220849998295307
445,North Korea,PRK,2020,10.9623,280760.0,25867474,,Asia,1.051234858,5.407934196,29.45973712,0.0220849998295307
446,Norway,NOR,2016,51.59157,3359970.0,5236591,82.41,Europe,5.45712449,13.46518542,23.0626448,0.7466120719909668
447,Norway,NOR,2017,51.541058,3676920.0,5277396,82.61,Europe,5.41005482,13.15344238,22.14724911,0.8307816386222839
448,Norway,NOR,2018,51.206333,3676920.0,5312321,82.76,Europe,5.37309784,12.79587713,22.5871101,0.8307816386222839
449,Norway,NOR,2019,50.859097,3676920.0,5348285,82.96,Europe,5.337439165,12.63908151,23.23054723,0.8330680131912231
450,Norway,NOR,2020,50.566196,3676920.0,5379836,83.21,Europe,5.307485805,12.34388421,22.68154772,1.53444504737854
451,Oman,OMN,2016,28.76977,279710.0,4398080,77.14,Asia,2.82503868,9.1976276,18.4959844,0.1231956183910369
452,Oman,OMN,2017,29.320114,347620.0,4541853,77.39,Asia,2.917320389,9.228943966,19.00341958,0.1231937631964683
453,Oman,OMN,2018,28.93521,347620.0,4601160,77.63,Asia,2.880716875,8.951315508,18.41783023,0.1231937631964683
454,Oman,OMN,2019,28.924055,347620.0,4602769,77.86,Asia,2.879975451,8.471626241,17.71414731,0.1231940016150474
455,Oman,OMN,2020,29.301771,347620.0,4543406,78.08,Asia,2.91685808,8.317735006,17.69977585,0.1231940016150474
456,Pakistan,PAK,2016,1.7642788,669590.0,213524848,66.77,Asia,0.205371557,0.915438218,2.171512398,0.7663509249687195
457,Pakistan,PAK,2017,1.6622515,679450.0,216379648,66.95,Asia,0.192888433,0.844983885,2.015390336,0.7665290236473083
458,Pakistan,PAK,2018,1.6322892,679450.0,219731488,67.11,Asia,0.190369338,0.82974796,1.953690232,0.7665290236473083
459,Pakistan,PAK,2019,1.6099831,679450.0,223293280,67.27,Asia,0.187621224,0.795318082,1.780913908,0.7665290236473083
460,Pakistan,PAK,2020,1.5847697,679450.0,227196736,67.43,Asia,0.184533306,0.769800092,1.732755587,0.7665290236473083
461,Panama,PAN,2016,14.097232,146220.0,4026338,77.96,North America,1.93596292,6.822284903,13.02955615,1.6813795566558838
462,Panama,PAN,2017,14.418368,153570.0,4096071,78.15,North America,1.910383611,6.730273352,12.93359737,1.6814168691635132
463,Panama,PAN,2018,14.179861,153570.0,4165258,78.33,North America,1.877728484,5.91150053,11.00622179,1.6814168691635132
464,Panama,PAN,2019,13.945655,153570.0,4232538,78.51,North America,1.84564221,5.972271777,10.61723225,1.681414008140564
465,Panama,PAN,2020,13.744919,153570.0,4294391,78.68,North America,1.818991261,5.818864279,10.39178734,11.570799827575684
466,Papua New Guinea,PNG,2016,15.086179,310730.0,8899176,63.74,Oceania,1.8117359,8.254754083,14.59814185,0.190497413277626
467,Papua New Guinea,PNG,2017,15.645122,326180.0,9114803,64.01,Oceania,1.875331675,8.709981106,15.66027144,0.1904753446578979
468,Papua New Guinea,PNG,2018,15.552958,335350.0,9329233,64.26,Oceania,1.861973186,8.619077853,15.6479922,0.1904753446578979
469,Papua New Guinea,PNG,2019,13.703343,248340.0,9542492,64.5,Oceania,1.644861185,7.837492662,14.32329765,0.1388860046863556
470,Papua New Guinea,PNG,2020,13.407258,248340.0,9749641,64.72,Oceania,1.611119235,7.712040711,14.4011974,0.1388860046863556
471,Peru,PER,2016,24.396877,3897160.0,31132776,76.04,South America,2.748324258,8.951346204,19.18016253,0.4808371365070343
472,Peru,PER,2017,24.931955,4257870.0,31605488,76.29,South America,2.650885865,8.537013451,18.30950708,0.4815310537815094
473,Peru,PER,2018,25.945662,7273260.0,32203946,76.52,South America,2.813495081,8.792205018,18.53355635,0.4815310537815094
474,Peru,PER,2019,27.216782,4968960.0,32824864,76.74,South America,2.86672533,8.752759425,17.90876171,0.4815309941768646
475,Peru,PER,2020,26.829107,4968960.0,33304768,76.95,South America,2.825768315,8.673469486,18.13543627,0.4815309941768646
476,Philippines,PHL,2016,28.299334,2821220.0,104875272,70.8,Asia,3.02698077,14.13885988,35.762999,1.1590557098388672
477,Philippines,PHL,2017,25.805882,2709520.0,106738496,70.95,Asia,2.715332455,12.74476735,32.99825289,1.1590629816055298
478,Philippines,PHL,2018,27.957262,2875630.0,108568832,71.1,Asia,2.968814005,13.60276143,34.6153853,1.1590629816055298
479,Philippines,PHL,2019,28.855701,2871960.0,110380800,71.23,Asia,3.067461095,13.12729474,34.94908375,1.1590640544891355
480,Philippines,PHL,2020,28.393742,2871960.0,112190984,71.36,Asia,3.01606581,12.88063252,35.7565495,1.1590640544891355
481,Poland,POL,2016,12.313954,256420.02,38532108,77.85,Europe,2.43981925,6.572952137,11.92402407,22.5727481842041
482,Poland,POL,2017,12.233112,265200.0,38532816,77.75,Europe,2.347585465,6.246412848,11.60476299,22.571823120117188
483,Poland,POL,2018,12.236567,265200.0,38521464,77.6,Europe,2.346359211,6.245815398,11.35454704,22.571823120117188
484,Poland,POL,2019,12.244213,265200.0,38493600,77.9,Europe,2.349530696,6.122448871,10.81170439,22.572429656982425
485,Poland,POL,2020,12.271371,265200.0,38428368,76.6,Europe,2.354556965,6.015244877,10.46827563,22.57246971130371
486,Portugal,PRT,2016,57.322525,194000.0,10332751,81.12,Europe,5.610032115,13.91855162,22.34166187,8.356609344482422
487,Portugal,PRT,2017,56.737827,189560.0,10307528,81.42,Europe,5.621826725,13.74120583,22.21102738,16.563934326171875
488,Portugal,PRT,2018,59.483772,190380.0,10289833,81.32,Europe,6.49382815,15.37865125,24.01130041,16.563934326171875
489,Portugal,PRT,2019,59.40975,197630.0,10289921,81.68,Europe,6.53656381,15.54386303,24.0812517,16.564599990844727
490,Portugal,PRT,2020,59.35927,197630.0,10298186,80.98,Europe,6.53417306,15.70808037,24.78070138,16.81831932067871
491,Qatar,QAT,2019,21.619534,15370.0,2807242,80.23,Asia,2.036301785,5.475247561,11.48494286,1.682345986366272
492,Qatar,QAT,2020,21.980558,15370.0,2760390,80.36,Asia,2.068583371,5.434891202,11.46295062,2.2920620441436768
493,Romania,ROU,2016,7.4593143,25300.0,19797820,75.21,Europe,0.751830869,1.924693964,3.859123261,8.42685317993164
494,Romania,ROU,2017,8.121467,27800.0,19698852,75.31,Europe,0.812096786,2.078091694,4.194883799,23.09630584716797
495,Romania,ROU,2018,8.167801,27800.0,19606778,75.36,Europe,0.817028775,2.097315334,4.322766444,23.09630584716797
496,Romania,ROU,2019,8.202375,27800.0,19524212,75.61,Europe,0.818154691,2.167034191,4.433110822,23.095949172973636
497,Romania,ROU,2020,8.232551,27800.0,19442040,74.35,Europe,0.823452885,2.188729829,4.440981366,23.09857940673828
498,Russia,RUS,2016,20.643568,4932270.0,145109152,,Europe,2.433678234,6.725913764,13.00527202,2.974555730819702
499,Russia,RUS,2017,20.12071,5054340.0,145452544,,Europe,2.421238669,6.603585677,12.60935729,2.974560022354126
500,Russia,RUS,2018,21.552086,5310940.0,145652288,,Europe,2.60391011,7.023938969,13.37209337,2.974560022354126
501,Russia,RUS,2019,21.73937,5211880.0,145742288,,Europe,2.612077605,6.966774491,13.2603863,2.974560022354126
502,Russia,RUS,2020,21.757278,5211880.0,145617328,,Europe,2.615433415,6.919577822,13.09523753,2.974560022354126
503,Saint Kitts and Nevis,KNA,2016,41.120174,65730.0,47814,,North America,3.874279725,12.43945929,19.91430367,0.1656451821327209
504,Saint Kitts and Nevis,KNA,2017,43.210976,85460.0,47811,,North America,4.251653225,13.28454445,20.7840091,0.1699008196592331
505,Saint Kitts and Nevis,KNA,2018,43.232677,85460.0,47787,,North America,4.25378884,14.13301717,21.91977147,0.1699008196592331
506,Saint Kitts and Nevis,KNA,2019,43.27259,85460.0,47739,,North America,4.260596455,15.42623184,25.14299428,3.9775331020355225
507,Saint Kitts and Nevis,KNA,2020,43.349308,85460.0,47666,,North America,4.26523013,15.65490411,25.30819316,3.9775331020355225
508,Saint Lucia,LCA,2016,32.596684,2120.0,176429,,North America,3.303079545,10.56078134,17.65174208,0.218504786491394
509,Saint Lucia,LCA,2017,34.846394,2100.0,177175,,North America,3.505071275,11.21450682,18.83767514,0.218554213643074
510,Saint Lucia,LCA,2018,34.70291,2100.0,177894,,North America,3.491520285,11.3113963,18.65522798,0.218554213643074
511,Saint Lucia,LCA,2019,34.56341,2100.0,178594,,North America,3.477988275,12.36059531,23.19960224,0.2185499966144561
512,Saint Lucia,LCA,2020,34.44247,2100.0,179245,,North America,3.466324335,12.19095228,21.50313183,0.2185499966144561
513,Saint Vincent and the Grenadines,VCT,2016,20.098518,22810.0,105971,,North America,2.185019575,6.55184068,11.75045472,0.2191126495599746
514,Saint Vincent and the Grenadines,VCT,2017,20.412436,32910.0,105568,,North America,2.232499323,6.653819822,12.1230895,0.2200970947742462
515,Saint Vincent and the Grenadines,VCT,2018,20.464972,32910.0,105297,,North America,2.23824508,6.690220847,12.02129813,0.2200970947742462
516,Saint Vincent and the Grenadines,VCT,2019,20.528809,32910.0,104940,,North America,2.246365855,6.436680176,11.36850276,0.220098003745079
517,Saint Vincent and the Grenadines,VCT,2020,20.588423,32910.0,104644,,North America,2.25211059,6.768229084,12.02727888,0.220098003745079
518,Samoa,WSM,2016,46.568382,8810.0,205559,72.9,Oceania,4.456249595,14.84771575,24.74999897,0.085408329963684
519,Samoa,WSM,2017,45.51897,10860.0,207642,73.05,Oceania,4.421829365,14.71259145,24.75532531,0.0868040546774864
520,Samoa,WSM,2018,45.066498,10860.0,209715,73.19,Oceania,4.3766931,15.01111506,25.48669045,0.0868040546774864
521,Samoa,WSM,2019,44.597813,10860.0,211915,73.32,Oceania,4.33180102,14.33707974,25.60192737,0.0868040025234222
522,Samoa,WSM,2020,43.968235,10860.0,214934,73.45,Oceania,4.27238705,14.58980636,26.6218787,0.1440130025148391
523,Sao Tome and Principe,STP,2016,29.809175,11720.0,204640,69.67,Africa,3.34557175,17.21632271,54.16178175,0.0265736933797597
524,Sao Tome and Principe,STP,2017,29.132229,10810.0,208050,69.93,Africa,3.279315673,17.18036565,55.43277989,0.0267864931374788
525,Sao Tome and Principe,STP,2018,28.671352,10810.0,211358,70.17,Africa,3.228422445,16.4837204,52.05640421,0.0267864931374788
526,Sao Tome and Principe,STP,2019,28.238825,10810.0,214612,70.38,Africa,3.178470735,15.51508436,45.33124342,0.0267859995365142
527,Sao Tome and Principe,STP,2020,27.714493,10810.0,218650,70.58,Africa,3.12071204,15.53451068,45.98382714,0.0267859995365142
528,Saudi Arabia,SAU,2016,11.582531,108000.0,33416272,74.76,Asia,1.13398127,3.551215357,8.759923639,1.5267438888549805
529,Saudi Arabia,SAU,2017,10.977803,123000.0,34193120,74.87,Asia,1.074159595,3.462808953,9.093628336,2.494101047515869
530,Saudi Arabia,SAU,2018,10.317403,140810.0,35018132,75.0,Asia,1.00118259,3.330606424,9.03041783,2.494101047515869
531,Saudi Arabia,SAU,2019,11.410932,142910.0,35827364,75.13,Asia,1.110198454,3.565421943,9.161624666,2.494098901748657
532,Saudi Arabia,SAU,2020,11.354102,142910.0,35997108,75.28,Asia,1.10489734,3.4099576,8.570646658,2.494098901748657
533,Senegal,SEN,2016,18.916115,476230.0,14751356,67.08,Africa,1.944060226,8.564890297,38.6715864,1.1027202606201172
534,Senegal,SEN,2017,19.530865,498670.0,15157793,67.38,Africa,1.982687884,8.503184565,38.27956945,1.1148264408111572
535,Senegal,SEN,2018,16.612442,481560.0,15574910,67.66,Africa,1.61991672,6.972653453,33.56428193,1.1148264408111572
536,Senegal,SEN,2019,12.45592,514490.0,16000783,67.94,Africa,1.211880665,5.201021247,27.16666749,1.1148240566253662
537,Senegal,SEN,2020,12.122858,514490.0,16436120,68.21,Africa,1.178718882,4.950031662,27.02472354,1.1148240566253662
538,Seychelles,SYC,2016,54.646492,127130.0,100521,74.31,Africa,6.274509505,20.08256151,36.53338599,0.0360967889428138
539,Seychelles,SYC,2017,54.812428,136180.0,101828,74.3,Africa,6.362587655,19.74794357,35.75710636,0.0361027866601944
540,Seychelles,SYC,2018,54.1251,136180.0,103120,72.84,Africa,6.28308226,19.22066838,36.43240933,0.0361027866601944
541,Seychelles,SYC,2019,53.473946,136180.0,104386,74.05,Africa,6.20638627,18.51361054,35.67780113,15.656579971313477
542,Seychelles,SYC,2020,52.89067,136180.0,105545,77.24,Africa,6.13912845,18.06444962,35.45472128,32.81502151489258
543,Sierra Leone,SLE,2016,26.484053,202190.0,7493918,53.44,Africa,2.69510452,15.55738841,66.75508456,0.5378535389900208
544,Sierra Leone,SLE,2017,24.987408,202190.0,7677570,53.9,Africa,2.527512106,14.4220995,65.67992442,0.537561297416687
545,Sierra Leone,SLE,2018,25.904537,202190.0,7861287,54.31,Africa,2.64261314,15.00605125,65.20595998,0.537561297416687
546,Sierra Leone,SLE,2019,25.274317,202190.0,8046830,54.7,Africa,2.576514195,14.44753555,60.93881128,0.5375630259513855
547,Sierra Leone,SLE,2020,24.704111,202190.0,8233973,55.07,Africa,2.517688131,14.19457716,60.49277887,0.5375630259513855
548,Slovenia,SVN,2016,11.362236,2150.0,2090020,81.18,Europe,1.119205048,3.223787296,6.163973807,100.0
549,Slovenia,SVN,2017,11.842245,2010.0,2098396,81.03,Europe,1.177200336,3.431578987,6.443961455,100.0
550,Slovenia,SVN,2018,11.890181,2210.0,2105931,81.38,Europe,0.979632516,2.905672547,5.593255353,213.42507934570312
551,Slovenia,SVN,2019,12.995835,2420.0,2112905,81.53,Europe,1.321423626,3.836130464,6.997527916,100.0
552,Slovenia,SVN,2020,12.968537,2420.0,2117648,80.53,Europe,1.31864791,3.809129498,7.156748387,2.313673973083496
553,Solomon Islands,SLB,2016,32.84659,65700.0,628110,72.42,Oceania,3.86684066,19.61320903,66.89483474,0.118030272424221
554,Solomon Islands,SLB,2017,29.940292,56430.0,643641,72.64,Oceania,3.5345359,18.4453239,63.71911881,0.1180551871657371
555,Solomon Islands,SLB,2018,29.229832,56420.0,659259,72.84,Oceania,3.44904122,18.21305901,63.64242903,0.1180551871657371
556,Solomon Islands,SLB,2019,28.549217,56420.0,675000,73.0,Oceania,3.368450315,18.10395196,59.88409471,0.1167500019073486
557,Solomon Islands,SLB,2020,27.884705,56420.0,691198,73.13,Oceania,3.28986837,18.33804967,60.70950284,0.1167500019073486
558,South Africa,ZAF,2016,6.1565304,617510.0,56422272,63.15,Africa,0.61814356,2.191568903,5.088296873,12.078817367553713
559,South Africa,ZAF,2017,6.481931,528750.0,56641208,63.54,Africa,0.64290892,2.267426812,5.314303111,12.056462287902832
560,South Africa,ZAF,2018,7.650012,565760.0,57339632,63.86,Africa,0.794633653,2.776706652,6.541489991,12.056462287902832
561,South Africa,ZAF,2019,6.5930533,452870.0,58087060,64.13,Africa,0.654970454,2.315296645,5.315019581,14.562800407409668
562,South Africa,ZAF,2020,6.515673,452870.0,58801928,64.38,Africa,0.64793632,2.341048284,5.455672912,15.45991039276123
563,South Korea,KOR,2016,54.90784,1872890.0,51309984,,Asia,5.82454371,17.72822567,35.28894676,1.6304926872253418
564,South Korea,KOR,2017,56.73846,1902850.0,51511640,,Asia,5.915976575,17.69739011,35.13223022,1.6336402893066406
565,South Korea,KOR,2018,56.849087,1962970.0,51676900,,Asia,5.905828845,17.6001725,33.8162251,1.6336402893066406
566,South Korea,KOR,2019,54.70221,1951840.0,51803832,,Asia,5.74229826,17.20930257,32.94677981,2.4304440021514893
567,South Korea,KOR,2020,54.656467,1951840.0,51844688,,Asia,5.73546838,17.14316623,32.89855168,2.455245018005371
568,Spain,ESP,2016,42.61684,1193280.0,46473320,83.33,Europe,4.567286975,11.85135939,19.27357097,8.729888916015625
569,Spain,ESP,2017,42.54731,1264820.0,46584168,83.28,Europe,4.51017506,11.66241364,18.86561682,8.374113082885742
570,Spain,ESP,2018,41.03296,1273540.0,46792044,83.43,Europe,4.505493205,11.44099191,18.45993154,8.374113082885742
571,Spain,ESP,2019,40.49808,1187830.0,47131372,83.83,Europe,4.55325747,11.48438848,18.08770615,12.688429832458496
572,Spain,ESP,2020,40.295116,1187830.0,47363808,82.33,Europe,4.532657965,11.54764145,18.29286143,12.758700370788574
573,Sri Lanka,LKA,2016,30.50305,550550.0,21425494,76.48,Asia,3.45933422,14.50668288,51.35566047,0.0747072100639343
574,Sri Lanka,LKA,2017,29.8056,532540.0,21506816,76.65,Asia,3.388495385,13.95245663,50.39999798,0.0746256560087204
575,Sri Lanka,LKA,2018,28.124054,540810.0,21580712,76.81,Asia,3.22069138,13.16214252,48.27772056,0.0746256560087204
576,Sri Lanka,LKA,2019,28.652054,539670.0,21649664,76.98,Asia,3.285875453,13.42538227,48.85088258,0.0746259987354278
577,Sri Lanka,LKA,2020,28.567335,539670.0,21715076,77.14,Asia,3.27533334,13.02418773,47.445257,0.0746259987354278
578,Sudan,SDN,2016,1.18396,44500.0,39377168,64.66,Africa,0.129274255,0.484362,1.778455163,15.964519500732422
579,Sudan,SDN,2017,1.1437322,47390.0,40679820,64.88,Africa,0.124506289,0.467997262,1.781037197,15.96435546875
580,Sudan,SDN,2018,1.2540879,51040.0,41999064,65.1,Africa,0.138049198,0.51581372,2.010581977,15.96435546875
581,Sudan,SDN,2019,1.1586645,50820.0,43232092,65.31,Africa,0.126512296,0.474126255,1.904243747,15.96444034576416
582,Sudan,SDN,2020,1.1248338,50820.0,44440484,65.53,Africa,0.122449017,0.464989075,1.886792468,15.96444034576416
583,Suriname,SUR,2016,16.528423,47120.0,581462,71.36,South America,1.691758393,7.814547822,18.64738002,1.5432796478271484
584,Suriname,SUR,2017,16.472363,47090.0,587566,71.46,South America,1.710244365,7.906367383,19.06077294,1.5432237386703491
585,Suriname,SUR,2018,16.298344,47090.0,593729,71.57,South America,1.692602674,7.428127971,16.93834318,1.5432237386703491
586,Suriname,SUR,2019,16.12482,47090.0,600305,71.68,South America,1.675528631,7.035772346,14.8171307,1.5432239770889282
587,Suriname,SUR,2020,15.944499,47090.0,607068,71.8,South America,1.654217595,7.005227848,15.23716688,1.5432239770889282
588,Sweden,SWE,2016,31.820452,224530.0,9953322,82.31,Europe,3.011825605,7.925961203,12.18088995,8.20425796508789
589,Sweden,SWE,2017,32.31029,247430.0,10058191,82.41,Europe,3.0732197,8.091227923,12.62924765,15.21318531036377
590,Sweden,SWE,2018,31.979717,247430.0,10162300,82.56,Europe,3.04082084,8.196563426,13.03746982,15.21318531036377
591,Sweden,SWE,2019,31.64983,247420.0,10267922,83.11,Europe,3.01113247,7.918191436,12.75695324,15.368610382080078
592,Sweden,SWE,2020,31.342962,247430.0,10368968,82.41,Europe,2.979139855,7.954437608,12.75300556,15.376230239868164
593,Syria,SYR,2016,1.4735936,7000.0,18964252,,Asia,0.157996864,0.675287399,2.311854563,0.245011568069458
594,Syria,SYR,2017,1.4319186,6720.0,18983370,,Asia,0.154494112,0.698158084,2.401635347,0.2469795495271682
595,Syria,SYR,2018,1.7441546,6300.0,19333464,,Asia,0.191944667,0.848776412,3.047232429,0.2469795495271682
596,Syria,SYR,2019,1.9025084,6340.0,20098252,,Asia,0.201504513,0.875420805,3.403141277,0.2469889968633651
597,Syria,SYR,2020,1.8366231,6340.0,20772602,,Asia,0.193730028,0.776627235,3.173803545,0.2469889968633651
598,Tanzania,TZA,2016,6.8356833,408950.0,54401804,63.84,Africa,0.815065039,3.795790125,21.44194824,2.495788335800171
599,Tanzania,TZA,2017,6.838931,434210.0,56267040,64.48,Africa,0.815523041,3.82250278,22.07293556,3.015031099319458
600,Tanzania,TZA,2018,6.6210165,434210.0,58090444,65.02,Africa,0.792583229,3.725262071,20.79851467,3.015031099319458
601,Tanzania,TZA,2019,6.423244,434210.0,59872584,65.46,Africa,0.767350012,3.696133738,19.69147005,3.015036106109619
602,Tanzania,TZA,2020,6.234363,434210.0,61704520,65.82,Africa,0.745558125,3.556379298,18.33188451,3.015036106109619
603,Thailand,THA,2016,26.511139,2411730.0,70607032,76.4,Asia,3.308715145,15.37441974,37.41935348,1.881452798843384
604,Thailand,THA,2017,28.817078,2369260.0,70898208,76.68,Asia,3.612970385,16.82987613,39.01500501,1.8813844919204712
605,Thailand,THA,2018,29.54661,2456000.0,71127808,76.93,Asia,3.822854875,17.29529322,40.36869776,1.8813844919204712
606,Thailand,THA,2019,28.540447,2506730.0,71307768,77.15,Asia,3.68863087,16.8869317,40.78014242,1.881386995315552
607,Thailand,THA,2020,28.476368,2506730.0,71475664,77.34,Asia,3.67849044,16.32394779,40.67796537,4.370124816894531
608,Togo,TGO,2016,11.782528,31990.0,7661361,60.22,Africa,1.14850243,5.712760207,36.89655306,0.1997306793928146
609,Togo,TGO,2017,12.322212,27050.0,7852799,60.49,Africa,1.216536715,6.116208219,38.37471823,0.199648305773735
610,Togo,TGO,2018,12.029562,27050.0,8046680,60.76,Africa,1.188053976,5.950887145,36.88888929,0.199648305773735
611,Togo,TGO,2019,11.746415,27050.0,8243093,61.04,Africa,1.159541855,5.578513008,36.08017851,0.1996490061283111
612,Togo,TGO,2020,11.463107,27050.0,8442583,61.34,Africa,1.131013492,5.578111345,37.17647029,0.1996490061283111
613,Trinidad and Tobago,TTO,2016,19.075663,13040.0,1469334,73.1,North America,2.012792026,6.965999678,13.7094903,0.0488136298954486
614,Trinidad and Tobago,TTO,2017,22.323849,12910.0,1478616,73.24,North America,2.34709308,8.15333512,15.86605103,0.0489089116454124
615,Trinidad and Tobago,TTO,2018,21.939487,12910.0,1504707,73.38,North America,2.306278963,8.128342128,15.932914,0.0489089116454124
616,Trinidad and Tobago,TTO,2019,21.723558,12910.0,1519960,73.51,North America,2.284598875,8.095916621,15.87153835,0.0489090010523796
617,Trinidad and Tobago,TTO,2020,21.746298,12910.0,1518142,73.63,North America,2.288016735,8.179959503,16.19818994,0.0489090010523796
618,Tunisia,TUN,2016,12.875282,131190.0,11685666,76.12,Africa,1.260491037,3.565364986,12.67755673,1.0399999618530271
619,Tunisia,TUN,2017,12.477002,132860.0,11811441,76.31,Africa,1.222436465,3.484391035,12.3483227,1.0355161428451538
620,Tunisia,TUN,2018,12.521521,127790.0,11933040,76.5,Africa,1.252248935,3.580459145,12.57995776,1.0355161428451538
621,Tunisia,TUN,2019,13.782108,130720.0,12049319,76.7,Africa,1.374522731,3.881164387,13.82258764,1.0355210304260254
622,Tunisia,TUN,2020,13.653629,130720.0,12161720,76.89,Africa,1.36205882,3.853100306,13.74865747,1.0355210304260254
623,Turkey,TUR,2016,4.8575034,585660.0,81019400,,Asia,0.507082017,1.308099064,3.968477221,0.1054992452263832
624,Turkey,TUR,2017,4.8517528,627800.0,82089824,,Asia,0.47969114,1.211845088,3.525980905,0.1055706441402435
625,Turkey,TUR,2018,5.4389997,626650.0,82809304,,Asia,0.544397172,1.363388582,3.89509232,0.1055706441402435
626,Turkey,TUR,2019,5.5765195,831660.0,83481688,,Asia,0.543510806,1.356148194,3.895424943,0.1055710017681121
627,Turkey,TUR,2020,5.5333605,831660.0,84135432,,Asia,0.53784867,1.310861531,3.711184149,0.1055710017681121
628,Turkmenistan,TKM,2016,3.039123,15050.0,5868568,67.84,Asia,0.327501689,1.02603708,2.519642391,2.994150400161743
629,Turkmenistan,TKM,2017,2.8363638,15050.0,5968388,67.96,Asia,0.306356238,0.972067045,2.391423864,2.9938628673553467
630,Turkmenistan,TKM,2018,2.787995,15050.0,6065072,68.07,Asia,0.302820644,0.98680438,2.496371633,2.9938628673553467
631,Turkmenistan,TKM,2019,2.7498846,15050.0,6158424,68.19,Asia,0.299351502,0.970762968,2.626699758,2.993856906890869
632,Turkmenistan,TKM,2020,2.7114358,15050.0,6250442,68.31,Asia,0.292323664,0.966802513,2.631578864,2.993856906890869
633,Ukraine,UKR,2016,10.4021845,97170.0,44833568,71.48,Europe,1.026554945,3.232462238,7.828983855,3.4150595664978027
634,Ukraine,UKR,2017,11.635731,113600.0,44657260,71.78,Europe,1.145392265,3.605769303,8.60420689,3.4151556491851807
635,Ukraine,UKR,2018,12.921315,96100.0,44446952,71.58,Europe,1.249923265,4.008856857,8.667170921,3.4151556491851807
636,Ukraine,UKR,2019,13.612713,101810.0,44211100,71.83,Europe,1.32206515,4.224208209,8.735301778,3.415150880813598
637,Ukraine,UKR,2020,13.704878,101810.0,43909664,71.19,Europe,1.33418377,4.190454466,8.905605384,3.415150880813598
638,United Arab Emirates,ARE,2016,27.16415,75690.0,8994266,77.47,Asia,2.52241499,8.096573079,20.22540325,4.269708156585693
639,United Arab Emirates,ARE,2017,27.671839,76260.0,9068297,77.65,Asia,2.634840283,8.464181167,21.13970664,11.27035427093506
640,United Arab Emirates,ARE,2018,27.448772,76250.0,9140172,77.81,Asia,2.61142681,8.355894624,18.53671891,11.27035427093506
641,United Arab Emirates,ARE,2019,27.238003,76250.0,9211660,77.97,Asia,2.593868047,8.238042536,19.49374393,11.270339965820312
642,United Arab Emirates,ARE,2020,27.017523,76250.0,9287286,78.12,Asia,2.56932709,7.94375724,18.67231753,11.480449676513672
643,United Kingdom,GBR,2016,19.99385,909060.0,65655204,81.16,Europe,2.288841635,5.954550161,10.56481824,20.23542213439941
644,United Kingdom,GBR,2017,18.917738,959210.0,66064808,81.26,Europe,2.2082646,5.757954465,10.28502765,28.873306274414062
645,United Kingdom,GBR,2018,17.969757,894820.0,66432996,81.26,Europe,2.062125535,5.378102636,9.627970801,28.873306274414062
646,United Kingdom,GBR,2019,18.202568,846800.0,66778660,81.2,Europe,2.10022241,5.583357858,9.895652321,29.16274070739746
647,United Kingdom,GBR,2020,18.130749,846800.0,67059472,80.9,Europe,2.091362984,5.410572397,9.770412108,44.20283126831055
648,United States,USA,2016,21.688387,5348160.0,327210208,78.54,North America,1.888084045,4.666903848,7.248581967,41.082916259765625
649,United States,USA,2017,22.080343,5475780.0,329791232,78.54,North America,1.95366688,4.805734972,7.4332649,41.05740737915039
650,United States,USA,2018,22.443901,5264770.0,332140032,78.64,North America,1.96622945,4.762733737,7.345239525,41.05740737915039
651,United States,USA,2019,22.569592,5349930.0,334319680,78.79,North America,1.97594648,4.734033321,7.263602583,41.05741882324219
652,United States,USA,2020,22.45492,5349930.0,335942016,77.28,North America,1.967194693,4.617202602,7.207800732,37.37319946289063
653,Uruguay,URY,2016,8.264697,51570.0,3413768,77.5,South America,0.907913118,3.052683491,5.935854546,0.7163830399513245
654,Uruguay,URY,2017,9.269903,61940.0,3422205,77.63,South America,0.971431659,3.198165719,6.073802683,0.716039776802063
655,Uruguay,URY,2018,9.258942,61940.0,3427044,77.77,South America,0.969773537,3.04638826,5.64585144,0.716039776802063
656,Uruguay,URY,2019,9.259116,61940.0,3428412,77.91,South America,0.969279035,2.917683922,5.089009628,0.7160400152206421
657,Uruguay,URY,2020,9.258993,61940.0,3429087,78.06,South America,0.968749968,2.962460468,5.384299197,0.7524229884147644
658,Vanuatu,VUT,2016,32.713028,43960.0,283239,70.02,Oceania,3.518591423,15.04139837,37.3429772,0.0077161341905593
